snapshot_date,product_id,product_name,warehouse_id,ABC_class,current_inventory,current_inventory_value,average_daily_demand,forecast_daily_demand,planning_daily_demand,demand_variability,standard_lead_time_days,safety_stock,reorder_point,eoq,stockout_risk,overstock_risk,recommended_order_quantity,transfer_from_warehouse,inventory_action
2026-12-28,P03261,Cedarwood Everyday Plus Camp Chair,WH08,C,3,62.73,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,Low,High,0.0,WH03,REDUCE INVENTORY
2026-12-28,P03261,Cedarwood Everyday Plus Camp Chair,WH09,C,4,83.64,0.0,0.0,0.0,0.41,62,2.0,2.0,0.0,Low,High,0.0,WH03,REDUCE INVENTORY
2026-12-28,P03261,Cedarwood Everyday Plus Camp Chair,WH10,C,5,104.55,0.0,0.0,0.0,0.27,62,1.0,1.0,7.0,Low,High,0.0,WH03,REDUCE INVENTORY
2026-12-28,P03261,Cedarwood Everyday Plus Camp Chair,WH11,C,2,41.82,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,Low,High,0.0,WH03,REDUCE INVENTORY
2026-12-28,P03261,Cedarwood Everyday Plus Camp Chair,WH12,C,6,125.46,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0,Low,High,0.0,WH03,REDUCE INVENTORY
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH01,A,4,163.48,0.01,0.01,0.01,0.27,12,1.0,1.0,8.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH02,A,6,245.22,0.02,0.02,0.02,0.75,12,2.0,2.0,10.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH03,A,1,40.87,0.04,0.04,0.04,0.54,12,1.0,1.0,14.0,Medium,Low,14.0,WH11,REORDER SOON
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH04,A,1,40.87,0.03,0.03,0.03,0.57,12,1.0,1.0,12.0,Medium,Low,12.0,WH11,REORDER SOON
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH05,A,2,81.74,0.03,0.03,0.03,0.36,12,1.0,1.0,11.0,Low,Low,0.0,WH11,HOLD
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH06,A,3,122.61,0.02,0.02,0.02,0.41,12,1.0,1.0,10.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH07,A,4,163.48,0.0,0.0,0.0,0.61,12,1.0,1.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH08,A,5,204.35,0.0,0.0,0.0,0.36,12,1.0,1.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH09,A,8,326.96,0.01,0.01,0.01,0.63,12,1.0,1.0,8.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH10,A,2,81.74,0.05,0.05,0.05,0.14,12,0.0,1.0,14.0,Low,Low,0.0,WH11,HOLD
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH11,A,10,408.7,0.02,0.02,0.02,0.85,12,2.0,2.0,8.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P03262,Glacier Max Resistance Bands Set,WH12,A,2,81.74,0.0,0.0,0.0,0.14,12,0.0,0.0,0.0,Low,High,0.0,WH11,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH01,C,2,23.0,0.0,0.0,0.0,0.3,12,1.0,1.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH02,C,3,34.5,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH03,C,4,46.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH04,C,3,34.5,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH05,C,1,11.5,0.0,0.0,0.0,0.14,12,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH06,C,2,23.0,0.0,0.0,0.0,0.14,12,0.0,0.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH07,C,3,34.5,0.02,0.02,0.02,0.0,12,0.0,0.0,17.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH08,C,4,46.0,0.0,0.0,0.0,0.14,12,0.0,0.0,0.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH09,C,3,34.5,0.0,0.0,0.0,0.0,12,0.0,0.0,9.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH10,C,3,34.5,0.0,0.0,0.0,0.34,12,1.0,1.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH11,C,3,34.5,0.0,0.0,0.0,0.24,12,1.0,1.0,0.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P03263,Aurelia Everyday Tool Kit,WH12,C,3,34.5,0.02,0.02,0.02,0.19,12,0.0,0.0,17.0,Low,High,0.0,WH08,REDUCE INVENTORY
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH01,C,0,0.0,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,Critical,Low,0.0,WH06,TRANSFER STOCK
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH02,C,2,35.58,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH03,C,1,17.79,0.0,0.0,0.0,0.14,50,1.0,1.0,0.0,Medium,High,0.0,WH06,REORDER SOON
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH04,C,1,17.79,0.0,0.0,0.0,0.0,50,0.0,0.0,6.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH05,C,1,17.79,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH06,C,2,35.58,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH07,C,1,17.79,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH08,C,1,17.79,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH09,C,1,17.79,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH10,C,1,17.79,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH11,C,1,17.79,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03264,Brightline Series 2 Yoga Mat,WH12,C,1,17.79,0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH01,C,3,15.48,0.01,0.01,0.01,0.54,46,2.0,3.0,22.0,Medium,High,22.0,WH05,REORDER SOON
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH02,C,5,25.8,0.01,0.01,0.01,0.14,46,1.0,2.0,20.0,Low,High,0.0,WH05,REDUCE INVENTORY
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH03,C,2,10.32,0.0,0.0,0.0,0.32,46,1.0,1.0,0.0,Low,High,0.0,WH05,REDUCE INVENTORY
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH04,C,4,20.64,0.0,0.0,0.0,0.81,46,3.0,3.0,13.0,Low,High,0.0,WH05,REDUCE INVENTORY
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH05,C,10,51.6,0.01,0.01,0.01,0.36,46,2.0,3.0,22.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH06,C,3,15.48,0.0,0.0,0.0,0.14,46,1.0,1.0,0.0,Low,High,0.0,WH05,REDUCE INVENTORY
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH07,C,2,10.32,0.01,0.01,0.01,0.27,46,1.0,2.0,20.0,Medium,High,20.0,WH05,REORDER SOON
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH08,C,2,10.32,0.0,0.0,0.0,0.32,46,1.0,1.0,0.0,Low,High,0.0,WH05,REDUCE INVENTORY
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH09,C,4,20.64,0.01,0.01,0.01,0.32,46,1.0,2.0,20.0,Low,High,0.0,WH05,REDUCE INVENTORY
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH10,C,3,15.48,0.01,0.01,0.01,0.34,46,1.0,2.0,22.0,Low,High,0.0,WH05,REDUCE INVENTORY
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH11,C,4,20.64,0.0,0.0,0.0,0.95,46,4.0,4.0,0.0,Medium,High,0.0,WH05,REORDER SOON
2026-12-28,P03265,Crestmark Advanced Ankle Boots,WH12,C,3,15.48,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0,Low,High,0.0,WH05,REDUCE INVENTORY
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH01,C,7,47.04,0.03,0.03,0.03,0.71,40,3.0,4.0,29.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH02,C,7,47.04,0.02,0.02,0.02,0.6,40,2.0,3.0,24.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH03,C,1,6.72,0.02,0.02,0.02,0.19,40,1.0,2.0,23.0,Medium,Low,23.0,WH12,REORDER SOON
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH04,C,5,33.6,0.06,0.06,0.06,0.14,40,1.0,3.0,40.0,Low,Low,0.0,WH12,HOLD
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH05,C,2,13.44,0.0,0.0,0.0,0.3,40,1.0,1.0,10.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH06,C,4,26.88,0.02,0.02,0.02,0.79,40,3.0,4.0,20.0,Medium,High,20.0,WH12,REORDER SOON
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH07,C,0,0.0,0.0,0.0,0.0,0.19,40,1.0,1.0,10.0,Critical,Low,10.0,WH12,TRANSFER STOCK
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH08,C,2,13.44,0.03,0.03,0.03,0.0,40,0.0,1.0,27.0,Low,Low,0.0,WH12,HOLD
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH09,C,3,20.16,0.03,0.03,0.03,0.24,40,1.0,2.0,30.0,Low,Low,0.0,WH12,HOLD
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH10,C,2,13.44,0.0,0.0,0.0,0.0,40,0.0,0.0,10.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH11,C,6,40.32,0.02,0.02,0.02,0.93,40,4.0,5.0,24.0,Low,High,0.0,WH12,REDUCE INVENTORY
2026-12-28,P03266,Halcyon Compact Fragrance Gift Set,WH12,C,7,47.04,0.0,0.0,0.0,0.57,40,2.0,2.0,0.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH01,C,1,39.45,0.0,0.0,0.0,0.14,54,1.0,1.0,0.0,Medium,High,0.0,WH06,REORDER SOON
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH02,C,3,118.35,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH03,C,2,78.9,0.0,0.0,0.0,0.14,54,1.0,1.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH04,C,2,78.9,0.0,0.0,0.0,0.19,54,1.0,1.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH05,C,3,118.35,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH06,C,4,157.8,0.0,0.0,0.0,0.0,54,0.0,0.0,4.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH07,C,3,118.35,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH08,C,2,78.9,0.0,0.0,0.0,0.3,54,1.0,1.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH09,C,3,118.35,0.0,0.0,0.0,0.0,54,0.0,0.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH10,C,2,78.9,0.0,0.0,0.0,0.19,54,1.0,1.0,0.0,Low,High,0.0,WH06,REDUCE INVENTORY
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH11,C,1,39.45,0.01,0.01,0.01,0.24,54,1.0,2.0,7.0,Medium,Medium,7.0,WH06,REORDER SOON
2026-12-28,P03267,Vertex Essential Crew Neck Tee 3-Pack,WH12,C,1,39.45,0.0,0.0,0.0,0.19,54,1.0,1.0,0.0,Medium,High,0.0,WH06,REORDER SOON
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH01,C,16,77.44,0.0,0.0,0.0,0.72,53,3.0,3.0,14.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH02,C,5,24.2,0.01,0.01,0.01,0.75,53,3.0,4.0,20.0,Low,High,0.0,WH01,REDUCE INVENTORY
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH03,C,5,24.2,0.02,0.02,0.02,0.0,53,0.0,1.0,29.0,Low,High,0.0,WH01,REDUCE INVENTORY
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH04,C,9,43.56,0.03,0.03,0.03,0.85,53,4.0,5.0,32.0,Low,High,0.0,WH01,REDUCE INVENTORY
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH05,C,3,14.52,0.04,0.04,0.04,0.0,53,0.0,2.0,37.0,Low,Low,0.0,WH01,HOLD
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH06,C,4,19.36,0.01,0.01,0.01,0.3,53,1.0,1.0,17.0,Low,High,0.0,WH01,REDUCE INVENTORY
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH07,C,12,58.08,0.0,0.0,0.0,0.89,53,4.0,4.0,0.0,Low,High,0.0,WH01,REDUCE INVENTORY
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH08,C,5,24.2,0.0,0.0,0.0,0.48,53,2.0,2.0,11.0,Low,High,0.0,WH01,REDUCE INVENTORY
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH09,C,11,53.24,0.06,0.06,0.06,0.47,53,2.0,5.0,48.0,Low,High,0.0,WH01,REDUCE INVENTORY
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH10,C,12,58.08,0.02,0.02,0.02,1.17,53,5.0,6.0,27.0,Low,High,0.0,WH01,REDUCE INVENTORY
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH11,C,3,14.52,0.0,0.0,0.0,0.14,53,1.0,1.0,14.0,Low,High,0.0,WH01,REDUCE INVENTORY
2026-12-28,P03268,Palisade Signature High-Waist Jeans,WH12,C,3,14.52,0.01,0.01,0.01,0.14,53,1.0,2.0,23.0,Low,High,0.0,WH01,REDUCE INVENTORY
2026-12-28,P03269,Aurelia Lite Body Lotion,WH01,B,4,54.76,0.02,0.02,0.02,0.0,49,0.0,1.0,15.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03269,Aurelia Lite Body Lotion,WH02,B,2,27.38,0.02,0.02,0.02,0.0,49,0.0,1.0,15.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03269,Aurelia Lite Body Lotion,WH03,B,0,0.0,0.04,0.04,0.04,0.75,49,3.0,5.0,24.0,Critical,Low,24.0,WH10,TRANSFER STOCK
2026-12-28,P03269,Aurelia Lite Body Lotion,WH04,B,0,0.0,0.02,0.02,0.02,0.36,49,2.0,3.0,16.0,Critical,Low,16.0,WH10,TRANSFER STOCK
2026-12-28,P03269,Aurelia Lite Body Lotion,WH05,B,3,41.07,0.03,0.03,0.03,0.0,49,0.0,1.0,19.0,Low,Medium,0.0,WH10,MONITOR
2026-12-28,P03269,Aurelia Lite Body Lotion,WH06,B,3,41.07,0.02,0.02,0.02,0.0,49,0.0,1.0,16.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03269,Aurelia Lite Body Lotion,WH07,B,2,27.38,0.01,0.01,0.01,0.14,49,1.0,2.0,12.0,Medium,High,12.0,WH10,REORDER SOON
2026-12-28,P03269,Aurelia Lite Body Lotion,WH08,B,2,27.38,0.01,0.01,0.01,0.0,49,0.0,1.0,12.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03269,Aurelia Lite Body Lotion,WH09,B,2,27.38,0.03,0.03,0.03,0.27,49,1.0,3.0,21.0,Medium,Low,21.0,WH10,REORDER SOON
2026-12-28,P03269,Aurelia Lite Body Lotion,WH10,B,30,410.7,0.02,0.02,0.02,1.94,49,8.0,9.0,16.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P03269,Aurelia Lite Body Lotion,WH11,B,2,27.38,0.0,0.0,0.0,0.0,49,0.0,0.0,8.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03269,Aurelia Lite Body Lotion,WH12,B,1,13.69,0.0,0.0,0.0,0.27,49,1.0,1.0,0.0,Medium,High,0.0,WH10,REORDER SOON
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH01,C,4,20.44,0.01,0.01,0.01,0.32,26,1.0,1.0,17.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH02,C,8,40.88,0.0,0.0,0.0,0.55,26,2.0,2.0,13.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH03,C,6,30.66,0.01,0.01,0.01,0.32,26,1.0,1.0,17.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH04,C,4,20.44,0.01,0.01,0.01,0.3,26,1.0,1.0,17.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH05,C,3,15.33,0.01,0.01,0.01,0.46,26,1.0,1.0,20.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH06,C,5,25.55,0.02,0.02,0.02,0.32,26,1.0,1.0,24.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH07,C,3,15.33,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH08,C,3,15.33,0.01,0.01,0.01,0.67,26,2.0,2.0,20.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH09,C,2,10.22,0.03,0.03,0.03,0.33,26,1.0,2.0,33.0,Medium,Low,33.0,WH02,REORDER SOON
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH10,C,2,10.22,0.0,0.0,0.0,0.19,26,1.0,1.0,0.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH11,C,3,15.33,0.0,0.0,0.0,0.75,26,2.0,2.0,13.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P03270,Foundry Everyday Facial Moisturizer,WH12,C,3,15.33,0.01,0.01,0.01,0.0,26,0.0,0.0,17.0,Low,High,0.0,WH02,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH01,C,3,56.4,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH02,C,3,56.4,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH03,C,3,56.4,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH04,C,5,94.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH05,C,4,75.2,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH06,C,3,56.4,0.0,0.0,0.0,0.14,6,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH07,C,5,94.0,0.0,0.0,0.0,0.14,6,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH08,C,1,18.8,0.0,0.0,0.0,0.27,6,0.0,0.0,5.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH09,C,3,56.4,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH10,C,8,150.4,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH11,C,2,37.6,0.0,0.0,0.0,0.19,6,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03271,Silverpine Compact Collectible Figure 3-Pack,WH12,C,2,37.6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,Low,High,0.0,WH10,REDUCE INVENTORY
2026-12-28,P03272,Aurelia Signature Styling Cream,WH01,B,3,25.26,0.02,0.02,0.02,0.0,35,0.0,1.0,23.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P03272,Aurelia Signature Styling Cream,WH02,B,7,58.94,0.0,0.0,0.0,0.24,35,1.0,1.0,10.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P03272,Aurelia Signature Styling Cream,WH03,B,1,8.42,0.02,0.02,0.02,0.38,35,1.0,2.0,19.0,Medium,Low,19.0,WH09,REORDER SOON
2026-12-28,P03272,Aurelia Signature Styling Cream,WH04,B,6,50.52,0.02,0.02,0.02,0.53,35,2.0,3.0,19.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P03272,Aurelia Signature Styling Cream,WH05,B,3,25.26,0.02,0.02,0.02,0.14,35,1.0,2.0,19.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P03272,Aurelia Signature Styling Cream,WH06,B,6,50.52,0.0,0.0,0.0,0.64,35,2.0,2.0,8.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P03272,Aurelia Signature Styling Cream,WH07,B,3,25.26,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P03272,Aurelia Signature Styling Cream,WH08,B,2,16.84,0.0,0.0,0.0,0.19,35,1.0,1.0,10.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P03272,Aurelia Signature Styling Cream,WH09,B,9,75.78,0.08,0.08,0.08,0.47,35,2.0,5.0,42.0,Low,Medium,0.0,,MONITOR
2026-12-28,P03272,Aurelia Signature Styling Cream,WH10,B,2,16.84,0.02,0.02,0.02,0.14,35,1.0,2.0,19.0,Medium,High,19.0,WH09,REORDER SOON
2026-12-28,P03272,Aurelia Signature Styling Cream,WH11,B,4,33.68,0.0,0.0,0.0,0.19,35,1.0,1.0,0.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P03272,Aurelia Signature Styling Cream,WH12,B,2,16.84,0.01,0.01,0.01,0.14,35,1.0,1.0,13.0,Low,High,0.0,WH09,REDUCE INVENTORY
2026-12-28,P03273,Brightline Elite Lens Filter Set,WH01,A,5,563.5,0.14,0.14,0.14,0.99,7,2.0,3.0,15.0,Low,Low,0.0,WH03,HOLD
2026-12-28,P03273,Brightline Elite Lens Filter Set,WH02,A,1,112.7,0.1,0.1,0.1,1.07,7,2.0,3.0,13.0,Medium,Low,13.0,WH03,REORDER SOON
2026-12-28,P03273,Brightline Elite Lens Filter Set,WH03,A,17,1915.9,0.12,0.12,0.12,1.7,7,3.0,4.0,14.0,Low,High,0.0,,REDUCE INVENTORY
2026-12-28,P03273,Brightline Elite Lens Filter Set,WH04,A,16,1803.2,0.13,0.13,0.13,1.5,7,2.0,3.0,14.0,Low,High,0.0,WH03,REDUCE INVENTORY
2026-12-28,P03273,Brightline Elite Lens Filter Set,WH05,A,3,338.1,0.16,0.16,0.16,0.64,7,1.0,2.0,16.0,Low,Low,0.0,WH03,HOLD
2026-12-28,P03273,Brightline Elite Lens Filter Set,WH06,A,10,1127.0,0.14,0.14,0.14,1.85,7,3.0,4.0,15.0,Low,Low,0.0,WH03,HOLD
2026-12-28,P03273,Brightline Elite Lens Filter Set,WH07,A,6,676.2,0.03,0.03,0.03,0.73,7,1.0,1.0,7.0,Low,High,0.0,WH03,REDUCE INVENTORY
2026-12-28,P03273,Brightline Elite Lens Filter Set,WH08,A,4,450.8,0.04,0.04,0.04,1.41,7,2.0,2.0,8.0,Low,Medium,0.0,WH03,MONITOR
2026-12-28,P03273,Brightline Elite Lens Filter Set,WH09,A,9,1014.3,0.17,0.17,0.17,1.04,7,2.0,3.0,17.0,Low,Low,0.0,WH03,HOLD
