product_id,sku,product_name,category,subcategory,brand,unit_cost,selling_price,supplier_id,standard_lead_time_days,minimum_order_quantity,shelf_life_days,is_seasonal,launch_date,product_status,total_net_sales,total_units_sold,ABC_class,fast_moving_flag,slow_moving_flag,high_value_flag
P01992,CLO-01992-2015,Copperfield Essential Ankle Boots,Clothing,Footwear,Copperfield,20.59,49.99,SUP090,29,153,,False,2026-02-26,Active,1289.96,28,C,0,1,1
P01993,CLO-01993-2408,Brightline Deluxe Running Leggings,Clothing,Activewear,Brightline,9.19,22.99,SUP116,15,364,,False,2024-04-17,Active,179.99,8,C,0,1,0
P01994,TOY-01994-9630,Ashford Max Family Board Game,Toys,Board Games & Puzzles,Ashford,16.05,24.99,SUP252,21,157,,False,2024-08-13,Active,647.98,29,C,0,1,0
P01995,PER-01995-6206,Timbercrest Max Whitening Kit,Personal Care,Oral Care,Timbercrest,7.3,12.99,SUP149,53,432,480.0,False,2024-12-02,Active,150.44,12,C,0,1,0
P01996,HOM-01996-5274,Everline Advanced Area Rug,Home & Kitchen,Home Decor,Everline,9.91,16.99,SUP022,49,193,,True,2026-06-28,Seasonal,10357.07,661,A,1,0,0
P01997,AUT-01997-6476,Vertex Everyday Plus Jump Starter,Automotive,Tools & Equipment,Vertex,2.75,4.99,SUP052,51,563,,False,2024-12-29,Active,66.16,14,C,0,1,0
P01998,SPO-01998-4209,BlueStone Compact Yoga Block Set,Sports,Yoga & Wellness,BlueStone,41.17,65.99,SUP294,34,100,,False,2026-01-04,Active,8783.09,141,A,0,0,1
P01999,SPO-01999-6296,Ridgeline Advanced Soccer Ball,Sports,Team Sports Gear,Ridgeline,43.2,77.99,SUP022,61,153,,False,2024-08-21,Active,11187.19,155,A,0,0,1
P02000,BEA-02000-5960,Comet Ultra Foundation,Beauty,Makeup,Comet,6.39,18.99,SUP177,17,322,125.0,False,2024-12-18,Active,399.79,22,C,0,1,0
P02001,GRO-02001-8335,Copperfield Deluxe Popcorn Variety Pack,Grocery,Snacks,Copperfield,3.14,4.99,SUP051,27,385,153.0,True,2025-04-16,Seasonal,195.42,43,C,0,0,0
P02002,ELE-02002-6277,Copperfield Series 2 Screen Protector 2-Pack,Electronics,Mobile Accessories,Copperfield,349.05,626.99,SUP116,14,26,,True,2024-04-26,Seasonal,7166.1,12,B,0,1,1
P02003,PER-02003-2731,Willowbrook X200 Body Wipes,Personal Care,Personal Hygiene,Willowbrook,2.81,5.99,SUP097,45,622,428.0,False,2024-01-28,Active,927.57,165,C,0,0,0
P02004,BOO-02004-3846,Cedarwood Elite Study Guide,Books,Educational & Reference,Cedarwood,12.69,22.99,SUP292,27,299,,False,2024-11-14,Active,5587.83,261,B,1,0,1
P02005,BEA-02005-5057,Vertex Premium Makeup Brush Set,Beauty,Makeup,Vertex,10.15,27.99,SUP159,14,311,164.0,True,2025-12-18,Seasonal,4475.54,171,B,0,0,0
P02006,CLO-02006-9485,Driftwood Essential Performance Tank,Clothing,Activewear,Driftwood,21.49,55.99,SUP058,8,170,,True,2024-04-06,Discontinued,492.29,9,C,0,1,1
P02007,ELE-02007-5189,Amberfield Premium Laptop Stand,Electronics,Laptop Accessories,Amberfield,11.13,16.99,SUP171,56,328,,False,2026-01-16,Discontinued,0.0,0,C,0,1,0
P02008,HOM-02008-5134,Copperfield Classic Cast Iron Skillet,Home & Kitchen,Cookware,Copperfield,10.04,22.99,SUP019,13,257,,False,2025-07-15,Active,2518.93,119,B,0,0,0
P02009,BOO-02009-2936,BlueStone Max History Hardcover,Books,Non-Fiction,BlueStone,1.5,2.72,SUP274,18,552,,False,2024-09-07,Active,198.66,79,C,0,0,0
P02010,CLO-02010-1590,Trailhaven Compact Training Jacket,Clothing,Activewear,Trailhaven,9.07,19.99,SUP088,42,208,,True,2024-04-12,Seasonal,695.78,38,C,0,1,0
P02011,TOY-02011-7385,Trailhaven Classic STEM Building Kit,Toys,Educational Toys,Trailhaven,20.42,30.99,SUP265,21,193,,True,2025-05-17,Seasonal,3846.14,135,B,0,0,1
P02012,SPO-02012-9393,Timbercrest Ultra Resistance Bands Set,Sports,Fitness Equipment,Timbercrest,10.45,19.99,SUP244,33,316,,True,2025-01-27,Seasonal,997.69,54,C,0,0,0
P02013,BOO-02013-3810,Crestmark Series 2 Biography,Books,Non-Fiction,Crestmark,6.17,9.99,SUP042,20,390,,True,2024-04-09,Seasonal,1548.71,167,C,0,0,0
P02014,TOY-02014-3046,Cedarwood Deluxe Construction Blocks,Toys,Building Sets,Cedarwood,20.82,46.99,SUP288,43,115,,False,2025-08-31,Active,92401.18,2129,A,1,0,1
P02015,ELE-02015-6570,Driftwood Compact USB-C Hub,Electronics,Laptop Accessories,Driftwood,25.23,53.99,SUP295,18,149,,False,2026-02-02,Active,13900.49,277,A,1,0,0
P02016,SPO-02016-9804,Ironclad X200 Yoga Mat,Sports,Fitness Equipment,Ironclad,44.59,66.99,SUP241,22,70,,False,2025-02-17,Active,30090.04,486,A,1,0,1
P02017,SPO-02017-4790,Kestrel Series 2 Camp Chair,Sports,Outdoor Recreation,Kestrel,26.94,51.99,SUP121,12,201,,False,2025-02-15,Active,9997.02,206,A,0,0,0
P02018,GRO-02018-9475,Norwell Signature Oatmeal Packets,Grocery,Breakfast Foods,Norwell,4.11,6.99,SUP191,52,275,496.0,False,2026-03-15,Active,717.92,112,C,0,0,0
P02019,HOM-02019-3159,Amberfield Premium Stand Mixer,Home & Kitchen,Small Appliances,Amberfield,19.55,38.99,SUP021,14,239,,False,2024-12-19,Active,8354.71,227,A,0,0,0
P02020,HOM-02020-9754,Driftwood Premium Closet Organizer,Home & Kitchen,Storage & Organization,Driftwood,26.74,41.99,SUP274,18,131,,False,2024-08-07,Active,6798.49,174,B,0,0,0
P02021,HOM-02021-2861,Silverpine Premium Electric Kettle,Home & Kitchen,Small Appliances,Silverpine,15.75,33.99,SUP052,54,213,,False,2026-02-11,Active,9179.38,290,A,1,0,0
P02022,CLO-02022-1013,Aurelia Premium Performance Tank,Clothing,Activewear,Aurelia,13.56,22.99,SUP210,23,254,,False,2025-04-22,Active,2642.5,125,B,0,0,0
P02023,HOM-02023-5426,Aurelia Everyday Electric Kettle,Home & Kitchen,Small Appliances,Aurelia,22.97,35.99,SUP241,20,208,,True,2026-05-05,Seasonal,233.95,7,C,0,1,0
P02024,SPO-02024-2676,NorthPoint Pro Bike Lock,Sports,Cycling,NorthPoint,4.29,8.99,SUP290,30,481,,False,2026-04-12,Active,335.78,41,C,0,1,0
P02025,ELE-02025-3164,Ridgeline Everyday Plus Bluetooth Speaker,Electronics,Headphones & Audio,Ridgeline,27.07,39.99,SUP247,7,148,,False,2026-01-09,Active,8445.01,225,A,0,0,0
P02026,ELE-02026-5398,Norwell Ultra Camera Backpack,Electronics,Cameras & Accessories,Norwell,81.79,177.99,SUP245,13,64,,False,2024-11-18,Active,2737.13,16,B,0,1,1
P02027,GRO-02027-7066,Aurelia Ultra Pasta Variety Pack,Grocery,Pantry Staples,Aurelia,4.14,5.99,SUP201,17,308,515.0,False,2025-10-16,Active,1361.45,244,C,0,0,0
P02028,HOM-02028-7286,Amberfield Lite Cast Iron Skillet,Home & Kitchen,Cookware,Amberfield,29.1,61.99,SUP162,51,164,,True,2025-03-07,Seasonal,30747.66,544,A,1,0,0
P02029,PER-02029-6553,Fernwood Compact Pulse Oximeter,Personal Care,Health Monitoring,Fernwood,1.9,3.99,SUP012,25,582,453.0,False,2025-11-28,Active,382.75,106,C,0,0,0
P02030,GRO-02030-3681,Sunneva X200 Rice 5lb Bag,Grocery,Pantry Staples,Sunneva,8.85,13.99,SUP290,38,325,106.0,False,2026-04-30,Active,4913.92,380,B,1,0,1
P02031,HOM-02031-8108,Halcyon Premium Pillow 2-Pack,Home & Kitchen,Bedding & Linens,Halcyon,5.83,12.99,SUP121,15,426,,False,2025-10-30,Active,2432.05,198,B,0,0,0
P02032,HOM-02032-9740,Sunneva Ultra Stock Pot,Home & Kitchen,Cookware,Sunneva,13.84,27.99,SUP238,6,168,,True,2025-03-31,Seasonal,3039.16,115,B,0,0,0
P02033,BEA-02033-2198,Fernwood Ultra Fragrance Gift Set,Beauty,Fragrances,Fernwood,19.86,35.99,SUP102,14,104,442.0,False,2026-06-24,Active,2166.7,64,B,0,0,1
P02034,BOO-02034-2672,Kestrel Everyday Graphic Novel Vol. 1,Books,Comics & Graphic Novels,Kestrel,7.61,10.99,SUP127,35,297,,True,2026-02-27,Seasonal,231.16,23,C,0,1,1
P02035,TOY-02035-8938,Willowbrook Everyday Coding Robot Kit,Toys,Educational Toys,Willowbrook,4.98,10.99,SUP132,38,318,,False,2024-08-11,Active,257.57,26,C,0,1,0
P02036,BEA-02036-2289,Ironclad Everyday Vitamin C Serum,Beauty,Skincare,Ironclad,3.8,6.99,SUP294,43,287,481.0,False,2026-05-07,Active,232.01,36,C,0,1,0
P02037,BOO-02037-5707,Copperfield Essential Short Story Collection,Books,Fiction,Copperfield,4.49,7.99,SUP051,33,373,,True,2025-03-13,Seasonal,199.54,27,C,0,1,0
P02038,CLO-02038-7313,Copperfield Everyday School Uniform Set,Clothing,Kids' Apparel,Copperfield,12.15,33.99,SUP149,59,208,,False,2024-08-21,Active,48363.06,1534,A,1,0,0
P02039,AUT-02039-6860,Fernwood Deluxe Steering Wheel Cover,Automotive,Interior Accessories,Fernwood,27.91,38.99,SUP030,9,111,,False,2024-09-25,Active,299.3,8,C,0,1,0
P02040,CLO-02040-3510,Comet Elite Training Jacket,Clothing,Activewear,Comet,12.85,20.99,SUP148,23,190,,False,2025-12-17,Discontinued,0.0,0,C,0,1,0
P02041,GRO-02041-9810,Cedarwood Advanced Coffee Pods Box,Grocery,Beverages,Cedarwood,4.53,7.99,SUP159,13,241,155.0,False,2024-12-17,Discontinued,70.41,10,C,0,1,0
P02042,SPO-02042-1851,Aurelia Signature Yoga Mat,Sports,Fitness Equipment,Aurelia,29.87,46.99,SUP028,55,195,,False,2025-08-19,Active,791.89,19,C,0,1,0
P02043,AUT-02043-5671,Ironclad Compact Backup Camera,Automotive,Car Electronics,Ironclad,7.37,10.99,SUP199,39,358,,False,2025-02-09,Active,1788.42,175,C,0,0,0
P02044,CLO-02044-7691,Aurelia Everyday Plus Cardigan,Clothing,Women's Apparel,Aurelia,35.29,97.99,SUP248,30,93,,False,2026-06-18,Active,1439.62,16,C,0,1,1
P02045,PER-02045-8918,Everline Signature Multivitamin Bottle,Personal Care,Vitamins & Supplements,Everline,3.16,4.99,SUP245,12,508,283.0,False,2024-05-04,Active,274.61,61,C,0,0,0
P02046,AUT-02046-1179,Halcyon Everyday Plus Jump Starter,Automotive,Tools & Equipment,Halcyon,41.82,84.99,SUP211,22,132,,False,2025-06-18,Active,3116.85,40,B,0,1,1
P02047,HOM-02047-3923,Trailhaven Essential Air Fryer,Home & Kitchen,Small Appliances,Trailhaven,12.0,20.99,SUP028,57,237,,False,2024-11-20,Active,1599.68,83,C,0,0,0
P02048,TOY-02048-9465,Kestrel Classic Coding Robot Kit,Toys,Educational Toys,Kestrel,20.85,42.99,SUP171,57,186,,False,2025-12-24,Active,2746.65,68,B,0,0,1
P02049,BOO-02049-8469,Quinley Essential Mystery Novel,Books,Fiction,Quinley,7.52,12.99,SUP199,45,393,,False,2026-05-09,Active,1039.07,87,C,0,0,1
P02050,CLO-02050-1664,Kestrel Series 2 Kids Graphic Tee,Clothing,Kids' Apparel,Kestrel,2.95,5.99,SUP218,60,667,,True,2024-11-11,Seasonal,12561.15,2274,A,1,0,0
P02051,CLO-02051-9419,Meridian Max Wrap Dress,Clothing,Women's Apparel,Meridian,9.48,20.99,SUP204,17,156,,False,2026-04-07,Active,2255.66,115,B,0,0,0
P02052,AUT-02052-7386,Vaultis Series 2 Trunk Organizer,Automotive,Interior Accessories,Vaultis,13.75,20.99,SUP171,58,217,,True,2025-07-07,Seasonal,1118.62,57,C,0,0,0
P02053,BOO-02053-2686,Crestmark Elite Fantasy Trilogy Box Set,Books,Fiction,Crestmark,10.43,15.99,SUP211,23,240,,False,2024-02-20,Discontinued,0.0,0,C,0,1,1
P02054,CLO-02054-3017,Quinley Deluxe Sandals,Clothing,Footwear,Quinley,11.57,31.99,SUP258,48,143,,False,2025-12-11,Active,2817.74,95,B,0,0,0
P02055,ELE-02055-5485,Aurelia Premium Security Camera,Electronics,Smart Home Devices,Aurelia,15.17,26.99,SUP159,14,274,,True,2025-05-17,Seasonal,149.81,6,C,0,1,0
P02056,BEA-02056-7413,Comet Premium Fragrance Gift Set,Beauty,Fragrances,Comet,30.26,89.99,SUP028,60,197,383.0,False,2026-05-31,Active,9682.84,116,A,0,0,1
P02057,PER-02057-9055,Crestmark Everyday Multivitamin Bottle,Personal Care,Vitamins & Supplements,Crestmark,2.43,4.99,SUP245,16,656,185.0,True,2025-02-22,Seasonal,813.73,176,C,0,0,0
P02058,SPO-02058-4981,Rockridge Max Bike Water Bottle Cage,Sports,Cycling,Rockridge,9.47,21.99,SUP186,9,212,,False,2024-08-17,Active,6416.18,318,B,1,0,0
P02059,ELE-02059-4206,Silverpine Pro Laptop Stand,Electronics,Laptop Accessories,Silverpine,72.75,156.99,SUP195,54,54,,False,2024-06-06,Active,2531.27,17,B,0,1,0
P02060,AUT-02060-7435,Brightline X200 Tire Inflator,Automotive,Tire & Wheel Care,Brightline,15.7,21.99,SUP075,21,162,,False,2024-03-12,Active,2836.52,138,B,0,0,0
P02061,AUT-02061-7263,Vaultis Classic Wheel Cover Set,Automotive,Tire & Wheel Care,Vaultis,59.0,87.99,SUP028,52,105,,False,2025-10-05,Active,10839.22,135,A,0,0,1
P02062,CLO-02062-7635,Palisade Classic Running Leggings,Clothing,Activewear,Palisade,10.34,24.99,SUP230,36,205,,False,2026-06-09,Discontinued,0.0,0,C,0,1,0
P02063,ELE-02063-1915,Ironclad Everyday GPS Running Watch,Electronics,Wearable Tech,Ironclad,61.66,131.99,SUP012,29,113,,False,2025-08-12,Active,20205.06,163,A,0,0,0
P02064,CLO-02064-4375,Everline X200 Kids Rain Jacket,Clothing,Kids' Apparel,Everline,7.4,16.99,SUP115,44,426,,False,2025-07-03,Active,3015.45,192,B,0,0,0
P02065,ELE-02065-3707,Vertex Everyday Plus USB-C Hub,Electronics,Laptop Accessories,Vertex,76.1,129.99,SUP152,9,63,,False,2024-01-26,Active,7354.47,63,B,0,0,1
P02066,GRO-02066-9850,Kestrel X200 Baking Mix,Grocery,Pantry Staples,Kestrel,3.82,5.99,SUP008,17,617,365.0,False,2024-01-16,Active,4590.8,829,B,1,0,0
P02067,BOO-02067-6934,Vanture Everyday Plus Biography,Books,Non-Fiction,Vanture,2.67,4.99,SUP171,50,528,,False,2025-03-31,Active,1129.68,243,C,0,0,0
P02068,PER-02068-7061,Vaultis X200 Multivitamin Bottle,Personal Care,Vitamins & Supplements,Vaultis,2.36,3.99,SUP026,29,525,332.0,False,2025-04-19,Discontinued,3.93,1,C,0,1,0
P02069,GRO-02069-4976,Willowbrook Premium Salad Dressing Set,Grocery,Condiments & Sauces,Willowbrook,2.51,4.99,SUP057,41,404,508.0,False,2025-01-23,Active,1595.01,344,C,1,0,0
P02070,AUT-02070-9355,Solstice Pro Seat Cover Set,Automotive,Interior Accessories,Solstice,35.02,58.99,SUP296,22,81,,False,2026-05-03,Discontinued,238.6,4,C,0,1,1
P02071,PER-02071-6925,Pinnacle Premium Smart Scale,Personal Care,Health Monitoring,Pinnacle,14.04,20.99,SUP159,14,256,307.0,False,2024-10-27,Active,4548.15,233,B,0,0,1
P02072,ELE-02072-6601,Ostrom Deluxe Laptop Stand,Electronics,Laptop Accessories,Ostrom,74.87,151.99,SUP290,34,97,,False,2026-06-16,Active,12228.84,87,A,0,0,1
P02073,HOM-02073-5973,Kestrel Deluxe Sheet Set,Home & Kitchen,Bedding & Linens,Kestrel,12.48,22.99,SUP147,21,278,,False,2024-08-28,Active,0.0,0,C,0,1,0
P02074,SPO-02074-3500,Foundry Series 2 Yoga Towel,Sports,Yoga & Wellness,Foundry,4.37,6.99,SUP241,24,305,,False,2024-10-24,Active,2583.67,393,B,1,0,0
P02075,TOY-02075-9363,Brightline Everyday Backyard Game Set,Toys,Outdoor Play,Brightline,12.91,31.99,SUP012,33,269,,False,2024-09-29,Active,1747.94,59,C,0,0,0
P02076,BEA-02076-5041,Vanture Advanced Body Wash,Beauty,Bath & Body,Vanture,4.3,8.99,SUP075,24,451,108.0,False,2025-12-14,Active,516.12,63,C,0,0,0
P02077,SPO-02077-2081,Vaultis Compact Resistance Bands Set,Sports,Fitness Equipment,Vaultis,24.82,54.99,SUP073,22,141,,False,2024-10-28,Active,2798.13,54,B,0,0,0
P02078,BOO-02078-2605,Timbercrest Pro Mystery Novel,Books,Fiction,Timbercrest,5.26,7.99,SUP019,15,262,,True,2025-02-22,Seasonal,2365.31,323,B,1,0,0
P02079,SPO-02079-6611,Solstice Series 2 Meditation Cushion,Sports,Yoga & Wellness,Solstice,17.19,31.99,SUP278,29,216,,False,2024-04-11,Active,1007.62,33,C,0,1,0
P02080,SPO-02080-8056,Trailhaven Signature Yoga Towel,Sports,Yoga & Wellness,Trailhaven,59.93,95.99,SUP150,41,129,,True,2024-12-28,Seasonal,39256.43,444,A,1,0,1
P02081,ELE-02081-5104,Glacier Ultra Car Mount,Electronics,Mobile Accessories,Glacier,146.13,208.99,SUP170,29,74,,False,2024-07-01,Active,1389.43,7,C,0,1,1
P02082,HOM-02082-6343,Quinley Pro Closet Organizer,Home & Kitchen,Storage & Organization,Quinley,25.17,48.99,SUP154,11,218,,False,2025-11-22,Active,6506.85,143,B,0,0,0
P02083,HOM-02083-9339,Copperfield Signature Electric Kettle,Home & Kitchen,Small Appliances,Copperfield,12.14,25.99,SUP058,10,161,,False,2026-01-11,Active,6101.29,252,B,0,0,0
P02084,PER-02084-2358,Palisade Premium Blood Pressure Monitor,Personal Care,Health Monitoring,Palisade,1.5,2.99,SUP274,19,817,282.0,False,2024-09-03,Active,1191.24,432,C,1,0,0
P02085,PER-02085-8707,Vanture Essential Deodorant 2-Pack,Personal Care,Personal Hygiene,Vanture,7.26,13.99,SUP190,47,267,294.0,True,2026-06-20,Seasonal,1540.44,115,C,0,0,0
P02086,TOY-02086-5681,Norwell Elite Family Board Game,Toys,Board Games & Puzzles,Norwell,6.13,10.99,SUP027,46,290,,True,2025-01-23,Seasonal,902.03,88,C,0,0,0
P02087,ELE-02087-3849,Ridgeline Everyday Plus Sleep Tracker Ring,Electronics,Wearable Tech,Ridgeline,35.01,49.99,SUP132,32,110,,False,2026-01-31,Active,2794.5,62,B,0,0,0
P02088,CLO-02088-2351,Ashford Premium Kids Rain Jacket,Clothing,Kids' Apparel,Ashford,6.68,12.99,SUP003,7,363,,False,2024-08-12,Active,285.15,23,C,0,1,0
P02089,HOM-02089-8504,Novara Premium Stand Mixer,Home & Kitchen,Small Appliances,Novara,3.65,7.99,SUP192,66,553,,True,2026-02-22,Seasonal,428.21,58,C,0,0,0
P02090,BEA-02090-6098,Pinnacle X200 Eau de Parfum,Beauty,Fragrances,Pinnacle,13.88,32.99,SUP155,43,223,64.0,True,2024-05-10,Seasonal,333.64,11,C,0,1,1
P02091,GRO-02091-6177,Lumino Deluxe Oatmeal Packets,Grocery,Breakfast Foods,Lumino,5.7,8.99,SUP271,40,407,151.0,False,2024-11-25,Active,198.6,24,C,0,1,1
P02092,AUT-02092-6890,Trailhaven Compact Tool Kit,Automotive,Tools & Equipment,Trailhaven,6.54,11.99,SUP275,5,282,,False,2024-12-11,Active,17915.18,1612,A,1,0,0
P02093,HOM-02093-3615,Timbercrest Lite Stock Pot,Home & Kitchen,Cookware,Timbercrest,15.04,27.99,SUP022,57,204,,False,2024-06-18,Discontinued,0.0,0,C,0,1,0
P02094,BOO-02094-1988,ClearPath Advanced Study Guide,Books,Educational & Reference,ClearPath,11.95,17.99,SUP022,49,164,,True,2026-05-24,Seasonal,5516.05,329,B,1,0,1
P02095,PER-02095-1823,Copperfield Advanced Hand Sanitizer 3-Pack,Personal Care,Personal Hygiene,Copperfield,9.43,13.99,SUP270,19,163,91.0,False,2024-09-24,Active,136.98,11,C,0,1,1
P02096,SPO-02096-7360,Crestmark Classic Sleeping Bag,Sports,Outdoor Recreation,Crestmark,21.21,31.99,SUP152,8,162,,False,2025-01-17,Discontinued,0.0,0,C,0,1,0
P02097,ELE-02097-2500,UrbanNest Essential Bluetooth Speaker,Electronics,Headphones & Audio,UrbanNest,58.98,97.99,SUP136,46,136,,False,2024-01-16,Active,2342.97,26,B,0,1,0
P02098,PER-02098-1972,Halcyon Advanced Cotton Swabs Bulk,Personal Care,Personal Hygiene,Halcyon,9.9,13.99,SUP159,11,350,475.0,False,2025-09-15,Active,164.81,13,C,0,1,1
P02099,BOO-02099-6659,Rockridge Everyday Plus Reference Encyclopedia,Books,Educational & Reference,Rockridge,2.84,4.99,SUP134,29,684,,False,2024-06-12,Active,1975.82,430,C,1,0,0
P02100,BEA-02100-4778,Meridian Advanced Vitamin C Serum,Beauty,Skincare,Meridian,7.42,14.99,SUP171,54,266,433.0,True,2024-09-16,Seasonal,2910.63,214,B,0,0,0
P02101,SPO-02101-5480,Novara Everyday Adjustable Dumbbell Set,Sports,Fitness Equipment,Novara,35.22,71.99,SUP277,46,155,,False,2026-04-16,Active,4100.14,63,B,0,0,1
P02102,AUT-02102-2010,Amberfield Everyday Plus Floor Mat Set,Automotive,Interior Accessories,Amberfield,7.47,11.99,SUP171,55,412,,False,2026-02-28,Active,59075.95,5318,A,1,0,0
P02103,CLO-02103-2204,Amberfield Advanced School Uniform Set,Clothing,Kids' Apparel,Amberfield,31.42,59.99,SUP081,9,85,,False,2024-04-14,Active,5473.18,98,B,0,0,1
P02104,CLO-02104-6833,Ridgeline X200 Training Jacket,Clothing,Activewear,Ridgeline,9.46,14.99,SUP052,48,251,,False,2025-07-23,Active,1675.56,120,C,0,0,0
P02105,BEA-02105-9040,Cedarwood Classic Cologne,Beauty,Fragrances,Cedarwood,7.13,17.99,SUP289,33,274,135.0,False,2025-11-12,Active,230.75,14,C,0,1,0
P02106,ELE-02106-3184,ClearPath Pro Video Doorbell,Electronics,Smart Home Devices,ClearPath,18.86,35.99,SUP164,24,233,,False,2026-05-16,Active,1127.38,33,C,0,1,0
P02107,TOY-02107-6203,UrbanNest X200 Strategy Game,Toys,Board Games & Puzzles,UrbanNest,8.78,18.99,SUP159,11,293,,False,2024-08-07,Active,1208.96,69,C,0,0,0
P02108,ELE-02108-2748,Everline Classic Security Camera,Electronics,Smart Home Devices,Everline,15.36,20.99,SUP011,27,288,,True,2024-10-24,Seasonal,9176.67,471,A,1,0,0
P02109,BEA-02109-9688,Trailhaven Pro Facial Moisturizer,Beauty,Skincare,Trailhaven,2.97,8.99,SUP274,20,309,332.0,False,2024-08-04,Active,2395.19,291,B,1,0,0
P02110,BEA-02110-5795,Brightline Max Facial Moisturizer,Beauty,Skincare,Brightline,13.95,35.99,SUP136,52,179,509.0,False,2025-05-05,Active,14678.9,442,A,1,0,1
P02111,GRO-02111-3477,Glacier Advanced BBQ Sauce,Grocery,Condiments & Sauces,Glacier,3.16,4.99,SUP300,18,503,345.0,False,2025-07-04,Active,129.54,27,C,0,1,0
P02112,BEA-02112-2065,Willowbrook Premium Styling Cream,Beauty,Haircare,Willowbrook,3.0,4.99,SUP034,43,376,91.0,False,2024-06-23,Active,1550.62,343,C,1,0,0
P02113,BOO-02113-2654,Pinnacle Compact Mystery Novel,Books,Fiction,Pinnacle,4.7,8.99,SUP084,52,542,,False,2024-01-21,Active,1053.29,126,C,0,0,0
P02114,GRO-02114-8333,Solstice Essential Sparkling Water Case,Grocery,Beverages,Solstice,1.59,2.99,SUP050,49,819,98.0,False,2024-05-03,Active,501.47,180,C,0,0,0
P02115,HOM-02115-8848,Aurelia Premium Area Rug,Home & Kitchen,Home Decor,Aurelia,7.76,16.99,SUP102,15,321,,False,2024-07-09,Active,544.1,35,C,0,1,0
P02116,AUT-02116-6625,Halcyon Essential Tire Shine Kit,Automotive,Tire & Wheel Care,Halcyon,4.03,7.99,SUP290,29,290,,False,2025-06-17,Active,278.28,37,C,0,1,0
P02117,PER-02117-7757,Crestmark Deluxe Digital Thermometer,Personal Care,Health Monitoring,Crestmark,6.46,11.99,SUP115,36,406,229.0,False,2024-07-01,Active,2054.53,186,C,0,0,0
P02118,BEA-02118-2834,Halcyon Deluxe Hair Dryer,Beauty,Haircare,Halcyon,2.69,6.99,SUP248,40,738,355.0,False,2026-01-02,Active,2637.87,406,B,1,0,0
P02119,GRO-02119-2907,BlueStone Classic Hot Sauce Set,Grocery,Condiments & Sauces,BlueStone,3.3,5.99,SUP218,46,591,425.0,False,2025-08-08,Active,282.62,51,C,0,0,0
P02120,ELE-02120-2148,Solstice Ultra Phone Case,Electronics,Mobile Accessories,Solstice,179.17,320.99,SUP076,31,55,,False,2024-07-01,Active,33222.94,111,A,0,0,1
P02121,ELE-02121-4161,Ironclad Ultra Action Camera,Electronics,Cameras & Accessories,Ironclad,17.62,38.99,SUP164,26,217,,False,2026-06-22,Active,20857.74,579,A,1,0,0
P02122,BEA-02122-6372,Quinley Pro Sunscreen SPF50,Beauty,Skincare,Quinley,16.64,42.99,SUP258,37,198,387.0,True,2025-10-03,Seasonal,1764.39,45,C,0,0,1
P02123,PER-02123-3863,Quinley Premium Blood Pressure Monitor,Personal Care,Health Monitoring,Quinley,12.08,20.99,SUP171,55,139,255.0,False,2026-03-04,Discontinued,0.0,0,C,0,1,1
P02124,SPO-02124-1973,Timbercrest Series 2 Hiking Backpack,Sports,Outdoor Recreation,Timbercrest,28.01,58.99,SUP065,13,191,,False,2025-09-04,Discontinued,241.31,5,C,0,1,0
P02125,GRO-02125-7344,Vanture Pro Coffee Pods Box,Grocery,Beverages,Vanture,4.08,6.99,SUP258,38,323,231.0,False,2025-08-25,Active,180.02,27,C,0,1,0
P02126,PER-02126-1678,UrbanNest Essential Water Flosser,Personal Care,Oral Care,UrbanNest,15.96,24.99,SUP159,11,166,381.0,False,2025-03-16,Active,871.29,38,C,0,1,1
P02127,BEA-02127-2938,Copperfield Elite Cleansing Foam,Beauty,Skincare,Copperfield,25.86,48.99,SUP293,24,205,483.0,False,2025-08-21,Active,3415.23,77,B,0,0,1
P02128,GRO-02128-1549,Timbercrest Compact Hot Sauce Set,Grocery,Condiments & Sauces,Timbercrest,2.34,3.99,SUP181,13,688,383.0,False,2025-11-30,Active,368.81,98,C,0,0,0
P02129,BEA-02129-1692,Vaultis Pro Eau de Parfum,Beauty,Fragrances,Vaultis,4.63,12.99,SUP121,16,407,524.0,False,2026-06-18,Active,904.73,75,C,0,0,0
P02130,HOM-02130-1481,BlueStone Ultra Storage Bin Set,Home & Kitchen,Storage & Organization,BlueStone,27.03,58.99,SUP116,15,117,,False,2025-06-25,Active,8361.0,152,A,0,0,0
P02131,AUT-02131-8363,Crestmark Compact Seat Cover Set,Automotive,Interior Accessories,Crestmark,209.12,432.99,SUP263,47,61,,False,2025-11-18,Active,3180.03,8,B,0,1,1
P02132,BEA-02132-2691,Sunneva Deluxe Makeup Brush Set,Beauty,Makeup,Sunneva,14.91,36.99,SUP294,36,211,66.0,False,2026-05-13,Active,15174.91,444,A,1,0,1
P02133,SPO-02133-1103,Rockridge Classic Hiking Backpack,Sports,Outdoor Recreation,Rockridge,43.29,86.99,SUP115,44,119,,False,2025-07-10,Active,21623.82,266,A,1,0,1
P02134,BEA-02134-8213,Meridian X200 Vitamin C Serum,Beauty,Skincare,Meridian,12.9,20.99,SUP032,54,163,95.0,False,2025-11-27,Active,7047.78,359,B,1,0,1
