forecast_date,warehouse_id,product_id,forecast_horizon_days,forecast_demand_units,actual_demand_units,forecast_lower_bound,forecast_upper_bound,forecast_error,mape,forecast_accuracy
2026-01-16,WH08,P03480,7,0,0,0,0,0,0.0,100.0
2026-10-16,WH11,P02069,60,21,17,0,55,-4,23.53,76.47
2025-08-07,WH08,P02050,14,26,8,0,60,-18,225.0,0.0
2025-10-01,WH05,P02114,30,0,8,0,0,8,100.0,0.0
2025-09-21,WH08,P04066,30,10,8,0,26,-2,25.0,75.0
2026-02-23,WH12,P02441,30,2,0,0,5,-2,,
2026-03-21,WH04,P04509,14,1,1,0,3,0,0.0,100.0
2026-01-11,WH02,P00564,14,2,2,0,4,0,0.0,100.0
2025-08-17,WH10,P02164,60,0,6,0,0,6,100.0,0.0
2025-12-08,WH09,P01640,7,1,3,0,2,2,66.67,33.33
2026-03-05,WH06,P04872,14,0,0,0,0,0,0.0,100.0
2025-03-31,WH05,P00368,30,14,0,0,36,-14,,
2026-09-30,WH04,P02388,60,0,12,0,0,12,100.0,0.0
2025-08-25,WH06,P01365,14,77,102,40,114,25,24.51,75.49
2025-02-04,WH03,P03934,14,1,1,0,2,0,0.0,100.0
2026-04-08,WH01,P04614,60,661,807,162,1160,146,18.09,81.91
2026-05-12,WH09,P03084,60,11,5,0,29,-6,120.0,0.0
2025-03-05,WH04,P04634,60,15,16,0,39,1,6.25,93.75
2025-04-29,WH04,P00695,7,1,3,0,2,2,66.67,33.33
2025-09-20,WH02,P02401,60,210,91,0,462,-119,130.77,0.0
2025-07-07,WH03,P01588,7,0,0,0,0,0,0.0,100.0
2025-03-08,WH10,P01112,60,1,1,0,3,0,0.0,100.0
2025-03-17,WH09,P04119,60,1204,900,433,1975,-304,33.78,66.22
2025-07-17,WH11,P01869,30,55,47,0,143,-8,17.02,82.98
2026-07-23,WH09,P02643,14,0,16,0,0,16,100.0,0.0
2025-07-16,WH12,P00865,60,0,43,0,0,43,100.0,0.0
2025-04-30,WH08,P00575,60,32,0,0,83,-32,,
2025-11-07,WH08,P04310,14,4,2,0,9,-2,100.0,0.0
2026-10-26,WH11,P03571,30,1,0,0,3,-1,,
2026-05-10,WH09,P04714,14,17,7,0,37,-10,142.86,0.0
2026-02-04,WH10,P03273,14,0,0,0,0,0,0.0,100.0
2026-08-26,WH09,P01009,30,13,5,0,34,-8,160.0,0.0
2026-03-08,WH08,P04998,30,21,0,0,55,-21,,
2025-03-16,WH04,P03341,60,5,0,0,13,-5,,
2026-06-05,WH04,P00902,60,110,269,0,286,159,59.11,40.89
2026-04-20,WH02,P02152,14,0,0,0,0,0,0.0,100.0
2025-05-01,WH04,P04695,60,0,0,0,0,0,0.0,100.0
2026-09-15,WH11,P00254,7,1,1,0,2,0,0.0,100.0
2025-09-24,WH01,P02229,30,66,0,0,172,-66,,
2026-08-14,WH07,P04206,30,2,5,0,5,3,60.0,40.0
2025-10-27,WH11,P01932,60,0,72,0,0,72,100.0,0.0
2025-07-20,WH09,P01830,14,5,1,0,11,-4,400.0,0.0
2025-02-24,WH08,P00452,30,4,1,0,10,-3,300.0,0.0
2026-08-01,WH11,P02679,30,8,14,0,21,6,42.86,57.14
2025-03-13,WH03,P04929,14,10,3,0,26,-7,233.33,0.0
2025-10-12,WH03,P02043,14,0,0,0,0,0,0.0,100.0
2025-12-08,WH06,P04562,30,76,110,0,156,34,30.91,69.09
2025-08-21,WH06,P01973,60,17,16,0,44,-1,6.25,93.75
2026-01-29,WH02,P03509,14,5,1,0,13,-4,400.0,0.0
2026-03-07,WH04,P00021,14,1,0,0,2,-1,,
2025-06-18,WH06,P02334,60,0,65,0,0,65,100.0,0.0
2026-02-26,WH11,P02743,14,15,5,0,32,-10,200.0,0.0
2025-01-28,WH06,P01810,14,25,27,8,42,2,7.41,92.59
2025-12-16,WH12,P03944,7,2,2,0,4,0,0.0,100.0
2025-07-23,WH02,P03013,30,158,65,0,411,-93,143.08,0.0
2026-04-27,WH12,P01259,7,0,0,0,0,0,0.0,100.0
2025-07-02,WH04,P04107,7,1,11,0,2,10,90.91,9.09
2026-02-01,WH01,P00098,60,117,0,0,304,-117,,
2025-01-27,WH04,P02588,7,2,1,0,4,-1,100.0,0.0
2025-01-12,WH10,P02092,14,0,0,0,0,0,0.0,100.0
2026-09-07,WH03,P02401,30,3,17,0,6,14,82.35,17.65
2025-10-04,WH05,P02647,60,14,0,0,36,-14,,
2026-01-02,WH08,P00842,14,0,2,0,0,2,100.0,0.0
2025-10-14,WH10,P01971,60,4,2,0,10,-2,100.0,0.0
2026-05-01,WH06,P00448,14,2,1,0,4,-1,100.0,0.0
2026-06-14,WH11,P04729,30,7,0,0,18,-7,,
2025-03-04,WH02,P04117,7,0,0,0,0,0,0.0,100.0
2025-02-22,WH08,P03147,7,0,0,0,0,0,0.0,100.0
2026-02-07,WH06,P04062,14,0,0,0,0,0,0.0,100.0
2025-08-04,WH02,P01455,30,17,0,0,44,-17,,
2026-08-14,WH02,P04971,30,0,0,0,0,0,0.0,100.0
2026-08-17,WH11,P00243,30,10,6,0,26,-4,66.67,33.33
2025-12-05,WH05,P03887,30,0,5,0,0,5,100.0,0.0
2025-09-13,WH08,P03708,14,6,3,0,13,-3,100.0,0.0
2026-01-14,WH09,P02176,30,6,7,0,16,1,14.29,85.71
2025-11-18,WH07,P01492,30,0,5,0,0,5,100.0,0.0
2025-07-23,WH08,P04119,14,47,59,32,62,12,20.34,79.66
2025-08-14,WH05,P04823,60,21,16,0,55,-5,31.25,68.75
2025-07-18,WH11,P01054,60,13,18,0,34,5,27.78,72.22
2025-11-14,WH11,P02369,7,0,1,0,0,1,100.0,0.0
2025-04-28,WH08,P04707,14,1,1,0,2,0,0.0,100.0
2026-01-31,WH11,P01258,7,0,1,0,0,1,100.0,0.0
2025-02-07,WH11,P03363,7,0,0,0,0,0,0.0,100.0
2025-09-12,WH11,P03938,14,0,1,0,0,1,100.0,0.0
2026-08-11,WH10,P02401,60,429,0,0,952,-429,,
2025-02-23,WH04,P01938,7,1,4,0,2,3,75.0,25.0
2025-10-01,WH09,P04644,60,13,29,0,34,16,55.17,44.83
2025-06-02,WH09,P02800,30,0,10,0,0,10,100.0,0.0
2026-09-15,WH04,P01374,30,28,27,0,73,-1,3.7,96.3
2025-07-20,WH12,P01808,30,13,0,0,34,-13,,
2026-05-24,WH12,P01303,7,0,3,0,0,3,100.0,0.0
2025-08-30,WH10,P03677,60,1,0,0,3,-1,,
2026-02-22,WH01,P01496,30,0,0,0,0,0,0.0,100.0
2025-02-12,WH10,P02377,30,9,0,0,23,-9,,
2026-03-06,WH10,P00351,14,1,1,0,2,0,0.0,100.0
2025-10-12,WH06,P03938,60,3,4,0,8,1,25.0,75.0
2025-12-20,WH09,P02409,7,3,4,1,5,1,25.0,75.0
2026-08-27,WH09,P04468,14,11,16,0,24,5,31.25,68.75
2025-10-09,WH09,P04967,7,17,17,12,22,0,0.0,100.0
2025-10-24,WH07,P00811,14,1,1,0,2,0,0.0,100.0
2025-08-05,WH07,P01096,7,6,4,1,11,-2,50.0,50.0
2025-01-08,WH01,P01565,60,0,15,0,0,15,100.0,0.0
2025-02-02,WH01,P03695,14,0,72,0,0,72,100.0,0.0
2025-02-14,WH05,P00558,60,38,40,0,98,2,5.0,95.0
2026-07-27,WH11,P01973,30,3,3,0,8,0,0.0,100.0
2025-10-17,WH02,P04175,14,3,2,0,6,-1,50.0,50.0
2025-12-21,WH04,P04767,7,51,28,14,88,-23,82.14,17.86
2026-09-15,WH06,P03294,14,1,0,0,3,-1,,
2025-03-21,WH02,P00461,30,18,6,0,47,-12,200.0,0.0
2025-12-14,WH11,P01046,60,0,9,0,0,9,100.0,0.0
2025-05-31,WH04,P04501,14,2,7,0,4,5,71.43,28.57
2026-02-15,WH08,P04930,7,2,1,0,4,-1,100.0,0.0
2025-12-07,WH07,P01368,7,1,0,0,2,-1,,
2025-03-14,WH07,P01918,60,1,9,0,3,8,88.89,11.11
2025-07-18,WH04,P00091,30,59,51,0,153,-8,15.69,84.31
2025-12-18,WH09,P00727,14,0,6,0,0,6,100.0,0.0
2026-03-09,WH06,P02418,14,36,46,20,52,10,21.74,78.26
2025-07-20,WH06,P00420,14,0,1,0,0,1,100.0,0.0
2025-11-24,WH06,P02688,7,1,1,0,2,0,0.0,100.0
2025-04-02,WH11,P03944,30,2,21,0,5,19,90.48,9.52
2025-04-22,WH07,P01717,7,0,1,0,0,1,100.0,0.0
2025-11-26,WH08,P01722,14,48,15,0,103,-33,220.0,0.0
2025-01-18,WH07,P02118,60,6,8,0,16,2,25.0,75.0
2026-03-10,WH12,P04990,60,3,0,0,8,-3,,
2026-03-17,WH04,P02224,14,3,19,0,6,16,84.21,15.79
2025-01-10,WH03,P03348,14,2,2,0,4,0,0.0,100.0
2026-05-14,WH07,P02700,30,5,2,0,13,-3,150.0,0.0
2025-11-11,WH05,P00184,14,1,2,0,2,1,50.0,50.0
2025-10-08,WH01,P02281,30,26,7,0,68,-19,271.43,0.0
2025-07-20,WH06,P02595,30,14,8,0,36,-6,75.0,25.0
2026-09-29,WH12,P03877,30,7,9,0,18,2,22.22,77.78
2025-04-29,WH01,P00887,7,7,18,1,13,11,61.11,38.89
2025-08-06,WH09,P04279,14,11,21,0,24,10,47.62,52.38
2025-06-12,WH03,P03683,60,0,0,0,0,0,0.0,100.0
2026-01-16,WH08,P01986,30,0,7,0,0,7,100.0,0.0
2025-09-10,WH06,P04310,30,13,2,0,34,-11,550.0,0.0
2025-07-12,WH11,P01155,60,25,86,0,58,61,70.93,29.07
2026-09-23,WH02,P01679,60,0,0,0,0,0,0.0,100.0
2025-11-08,WH11,P01539,7,1,2,0,2,1,50.0,50.0
2025-06-02,WH04,P04048,30,0,26,0,0,26,100.0,0.0
2026-04-23,WH07,P00278,14,5,5,1,9,0,0.0,100.0
2026-01-04,WH09,P02657,30,10,13,0,26,3,23.08,76.92
2026-07-14,WH07,P00108,30,14,36,0,36,22,61.11,38.89
2026-08-30,WH11,P02083,30,32,0,0,83,-32,,
2025-08-25,WH01,P03083,7,1,1,0,2,0,0.0,100.0
2026-07-12,WH11,P00830,14,25,15,8,42,-10,66.67,33.33
2026-05-19,WH09,P01257,60,0,251,0,0,251,100.0,0.0
2026-05-30,WH06,P00844,60,133,15,0,346,-118,786.67,0.0
2025-09-06,WH08,P00260,60,28,0,0,73,-28,,
2026-06-09,WH01,P03363,30,90,24,0,234,-66,275.0,0.0
2025-08-27,WH01,P01230,60,0,21,0,0,21,100.0,0.0
2025-01-22,WH02,P02615,14,0,4,0,0,4,100.0,0.0
2026-04-25,WH04,P04580,7,0,0,0,0,0,0.0,100.0
2026-05-13,WH04,P01036,60,27,10,0,70,-17,170.0,0.0
2026-07-07,WH09,P02247,30,6,3,0,16,-3,100.0,0.0
2025-03-18,WH02,P04825,30,1,1,0,3,0,0.0,100.0
2026-10-13,WH03,P04119,60,569,562,207,931,-7,1.25,98.75
2026-09-06,WH08,P03273,30,0,7,0,0,7,100.0,0.0
2025-01-13,WH01,P02740,60,0,100,0,0,100,100.0,0.0
2025-07-25,WH11,P04929,14,9,5,0,23,-4,80.0,20.0
2026-06-29,WH02,P01102,60,14,13,0,36,-1,7.69,92.31
2026-10-06,WH01,P02964,30,0,35,0,0,35,100.0,0.0
2025-07-07,WH08,P00344,14,3,1,0,6,-2,200.0,0.0
2025-01-01,WH07,P02583,14,0,11,0,0,11,100.0,0.0
2025-01-26,WH08,P04271,30,6,2,0,16,-4,200.0,0.0
2026-07-03,WH09,P04621,60,194,0,0,504,-194,,
2026-06-06,WH09,P01745,30,2,8,0,5,6,75.0,25.0
2025-10-28,WH04,P02239,7,0,6,0,0,6,100.0,0.0
2026-01-17,WH02,P00365,60,0,4,0,0,4,100.0,0.0
2026-07-25,WH09,P00830,30,52,302,0,104,250,82.78,17.22
2026-08-26,WH07,P00138,30,1,3,0,3,2,66.67,33.33
2026-07-17,WH04,P03220,30,4,3,0,10,-1,33.33,66.67
2025-07-25,WH03,P03396,60,502,0,0,1305,-502,,
2026-06-08,WH01,P02915,30,1,11,0,3,10,90.91,9.09
2026-08-24,WH11,P01043,30,2,7,0,5,5,71.43,28.57
2026-10-05,WH01,P01537,14,1,1,0,3,0,0.0,100.0
2026-01-25,WH08,P02346,14,8,9,0,17,1,11.11,88.89
2025-08-07,WH11,P00201,7,9,0,2,16,-9,,
2026-07-16,WH09,P04007,60,193,28,0,502,-165,589.29,0.0
2025-02-09,WH07,P00164,7,0,11,0,0,11,100.0,0.0
2026-05-05,WH11,P02770,60,0,54,0,0,54,100.0,0.0
2025-11-28,WH07,P04231,30,2,2,0,5,0,0.0,100.0
2026-09-09,WH01,P00023,7,2,2,0,4,0,0.0,100.0
2025-11-04,WH07,P03041,60,36,0,0,94,-36,,
2026-10-25,WH11,P03372,30,1,0,0,3,-1,,
2025-02-03,WH12,P01507,14,0,0,0,0,0,0.0,100.0
2026-09-13,WH09,P04990,7,1,0,0,2,-1,,
2025-07-16,WH08,P01465,14,17,21,9,25,4,19.05,80.95
2025-07-02,WH01,P03326,60,0,16,0,0,16,100.0,0.0
2025-07-06,WH10,P02226,60,0,40,0,0,40,100.0,0.0
2025-08-12,WH04,P02401,30,318,489,44,592,171,34.97,65.03
2025-01-26,WH11,P03444,14,1,4,0,2,3,75.0,25.0
2026-10-25,WH02,P03116,30,0,0,0,0,0,0.0,100.0
2025-08-29,WH11,P04932,7,2,7,0,4,5,71.43,28.57
2026-04-13,WH12,P01155,60,0,18,0,0,18,100.0,0.0
2025-04-14,WH04,P04180,30,50,26,0,130,-24,92.31,7.69
2026-01-13,WH03,P01070,60,2,3,0,5,1,33.33,66.67
2025-05-05,WH06,P01014,14,42,31,11,73,-11,35.48,64.52
2025-01-30,WH11,P03196,14,45,42,12,78,-3,7.14,92.86
2025-01-18,WH06,P03105,14,0,1,0,0,1,100.0,0.0
2025-05-28,WH10,P00737,7,1,1,0,2,0,0.0,100.0
2025-10-29,WH06,P04288,30,15,26,0,39,11,42.31,57.69
2025-02-28,WH01,P00254,60,16,0,0,42,-16,,
2026-03-02,WH08,P04515,7,22,6,4,40,-16,266.67,0.0
2026-07-07,WH06,P04614,30,41,42,19,63,1,2.38,97.62
2025-04-25,WH09,P02156,7,5,4,0,10,-1,25.0,75.0
2026-05-31,WH09,P00495,14,2,1,0,4,-1,100.0,0.0
2026-05-19,WH11,P03319,60,17,34,0,44,17,50.0,50.0
2026-05-10,WH03,P00684,14,2,6,0,4,4,66.67,33.33
2025-03-11,WH11,P04035,60,0,79,0,0,79,100.0,0.0
2025-05-09,WH11,P04631,60,28,11,0,73,-17,154.55,0.0
2025-04-26,WH11,P04748,60,59,33,0,153,-26,78.79,21.21
2025-07-09,WH06,P04488,14,4,0,0,9,-4,,
2026-10-07,WH02,P02164,30,6,6,0,16,0,0.0,100.0
2025-09-30,WH04,P04247,14,0,1,0,0,1,100.0,0.0
2026-10-12,WH05,P00858,7,0,0,0,0,0,0.0,100.0
2026-03-27,WH05,P00728,60,11,12,0,29,1,8.33,91.67
2025-07-01,WH06,P03393,14,3,1,0,6,-2,200.0,0.0
2026-05-22,WH04,P00135,7,1,0,0,2,-1,,
2026-04-23,WH08,P00790,7,3,1,1,5,-2,200.0,0.0
2025-03-08,WH04,P02112,14,2,1,0,4,-1,100.0,0.0
2026-09-13,WH09,P01259,14,0,0,0,0,0,0.0,100.0
2025-03-30,WH10,P00506,30,0,6,0,0,6,100.0,0.0
2025-03-13,WH02,P03575,60,9,16,0,23,7,43.75,56.25
2026-10-19,WH03,P01108,60,2,0,0,5,-2,,
2025-12-20,WH03,P00972,30,50,0,0,130,-50,,
2026-04-22,WH12,P03115,14,2,2,0,5,0,0.0,100.0
2025-02-23,WH01,P00404,60,4,4,0,10,0,0.0,100.0
2025-04-20,WH11,P03956,30,0,1,0,0,1,100.0,0.0
2025-06-08,WH04,P00526,30,17,55,0,44,38,69.09,30.91
2025-04-03,WH08,P03187,7,1,2,0,2,1,50.0,50.0
2026-08-10,WH04,P03857,30,2,6,0,5,4,66.67,33.33
2025-01-18,WH11,P04669,7,1,0,0,2,-1,,
2025-01-22,WH11,P02571,60,39,68,0,84,29,42.65,57.35
2025-09-14,WH02,P02873,30,3,5,0,8,2,40.0,60.0
2026-05-30,WH11,P00151,60,0,0,0,0,0,0.0,100.0
2025-04-29,WH09,P00450,14,0,14,0,0,14,100.0,0.0
2025-10-05,WH09,P03408,14,2,0,0,4,-2,,
2026-08-13,WH07,P02581,14,11,16,0,24,5,31.25,68.75
2026-06-07,WH04,P03083,60,87,58,0,226,-29,50.0,50.0
2025-09-14,WH04,P01061,14,1,1,0,2,0,0.0,100.0
2026-01-21,WH03,P03196,60,0,30,0,0,30,100.0,0.0
2025-05-19,WH01,P03040,60,53,29,0,138,-24,82.76,17.24
2026-05-28,WH04,P04682,60,221,163,0,498,-58,35.58,64.42
2025-09-13,WH08,P04491,60,17,62,0,44,45,72.58,27.42
2026-02-14,WH10,P00184,60,0,22,0,0,22,100.0,0.0
2026-03-22,WH11,P03177,14,0,3,0,0,3,100.0,0.0
2025-08-03,WH02,P00673,60,29,16,0,75,-13,81.25,18.75
2026-10-28,WH10,P01014,30,79,27,0,163,-52,192.59,0.0
2025-01-15,WH02,P01464,7,3,2,1,5,-1,50.0,50.0
2025-04-02,WH04,P01049,7,1,0,0,2,-1,,
2025-02-06,WH09,P04128,60,1,9,0,3,8,88.89,11.11
2026-05-13,WH02,P00153,60,0,4,0,0,4,100.0,0.0
2025-06-03,WH11,P03087,60,155,112,0,403,-43,38.39,61.61
2025-01-17,WH04,P01517,60,0,0,0,0,0,0.0,100.0
2025-01-08,WH09,P04424,60,3,3,0,8,0,0.0,100.0
2025-06-19,WH02,P01135,7,4,2,1,7,-2,100.0,0.0
2026-02-05,WH10,P01975,7,0,0,0,0,0,0.0,100.0
2025-07-31,WH06,P01628,30,19,26,0,49,7,26.92,73.08
2025-12-03,WH01,P01318,60,13,25,0,34,12,48.0,52.0
2025-12-26,WH05,P00365,30,0,0,0,0,0,0.0,100.0
2025-02-24,WH07,P01902,30,3,0,0,8,-3,,
2026-09-03,WH09,P04360,7,5,2,1,9,-3,150.0,0.0
2025-03-16,WH10,P02239,60,0,0,0,0,0,0.0,100.0
2026-07-02,WH05,P04510,7,0,4,0,0,4,100.0,0.0
2025-12-08,WH09,P02962,7,1,4,0,2,3,75.0,25.0
2025-06-15,WH04,P00080,7,6,5,1,11,-1,20.0,80.0
2025-05-07,WH02,P02594,30,77,23,0,200,-54,234.78,0.0
2025-07-17,WH04,P04329,7,0,0,0,0,0,0.0,100.0
2025-10-01,WH02,P04035,14,6,3,0,13,-3,100.0,0.0
2026-02-12,WH11,P01034,14,50,67,28,72,17,25.37,74.63
2025-08-07,WH07,P00842,14,0,1,0,0,1,100.0,0.0
2026-06-22,WH08,P00574,7,0,0,0,0,0,0.0,100.0
2026-03-07,WH09,P01829,30,17,22,0,44,5,22.73,77.27
2025-07-26,WH01,P01958,30,47,15,0,122,-32,213.33,0.0
2026-09-26,WH08,P01898,7,0,0,0,0,0,0.0,100.0
2025-02-04,WH01,P04111,30,0,1,0,0,1,100.0,0.0
2025-06-16,WH08,P00851,30,0,0,0,0,0,0.0,100.0
2026-05-29,WH06,P00007,7,0,3,0,0,3,100.0,0.0
2026-10-19,WH02,P04682,14,24,14,9,39,-10,71.43,28.57
2026-09-27,WH05,P01575,60,0,1,0,0,1,100.0,0.0
2025-11-01,WH03,P04631,7,0,2,0,0,2,100.0,0.0
2026-04-18,WH08,P02987,30,2,15,0,5,13,86.67,13.33
2026-04-26,WH04,P01124,30,29,21,0,73,-8,38.1,61.9
2026-05-11,WH08,P02714,60,0,3,0,0,3,100.0,0.0
2025-06-01,WH02,P02922,30,4,4,0,10,0,0.0,100.0
2025-09-29,WH09,P01559,14,2,13,0,4,11,84.62,15.38
2025-09-09,WH02,P02181,14,12,11,0,26,-1,9.09,90.91
2026-10-16,WH01,P03393,14,3,1,0,6,-2,200.0,0.0
2026-02-24,WH06,P03980,14,0,1,0,0,1,100.0,0.0
2025-07-11,WH11,P04649,14,2,10,0,4,8,80.0,20.0
2026-02-14,WH09,P00576,14,5,0,0,11,-5,,
2025-05-23,WH10,P02064,60,16,5,0,42,-11,220.0,0.0
2025-09-22,WH04,P02976,14,0,2,0,0,2,100.0,0.0
2026-03-30,WH12,P03877,30,0,22,0,0,22,100.0,0.0
2026-10-20,WH04,P02239,7,0,2,0,0,2,100.0,0.0
2025-03-22,WH12,P03149,14,3,9,0,6,6,66.67,33.33
2026-03-25,WH12,P04168,60,10,7,0,26,-3,42.86,57.14
2025-02-07,WH06,P02479,14,5,8,0,11,3,37.5,62.5
2025-03-13,WH06,P02425,60,7,27,0,18,20,74.07,25.93
2025-09-23,WH09,P00567,30,3,24,0,8,21,87.5,12.5
2026-10-07,WH05,P02878,14,6,4,0,13,-2,50.0,50.0
2025-07-11,WH04,P01968,7,3,1,1,5,-2,200.0,0.0
2025-11-30,WH02,P04216,60,13,6,0,34,-7,116.67,0.0
2025-04-10,WH07,P02168,14,2,2,0,4,0,0.0,100.0
2025-07-05,WH10,P04656,14,43,41,0,92,-2,4.88,95.12
2026-05-30,WH06,P03105,60,5,5,0,13,0,0.0,100.0
2025-05-15,WH02,P02887,60,0,26,0,0,26,100.0,0.0
2026-07-23,WH09,P01257,7,21,30,4,38,9,30.0,70.0
2026-02-05,WH02,P00051,7,5,6,3,7,1,16.67,83.33
2026-05-23,WH01,P01405,14,3,3,0,6,0,0.0,100.0
2026-06-26,WH11,P04359,30,0,17,0,0,17,100.0,0.0
2025-12-14,WH09,P04359,14,0,5,0,0,5,100.0,0.0
2025-12-22,WH11,P02559,14,12,0,0,31,-12,,
2026-10-08,WH08,P00328,30,0,0,0,0,0,0.0,100.0
2025-09-30,WH11,P04712,14,0,0,0,0,0,0.0,100.0
2026-09-11,WH09,P04781,60,89,0,0,231,-89,,
2025-10-15,WH02,P04261,60,112,0,0,291,-112,,
2026-08-10,WH01,P01350,14,2,4,0,4,2,50.0,50.0
2025-08-02,WH09,P02110,14,10,5,0,22,-5,100.0,0.0
2025-07-28,WH07,P02014,7,18,24,7,29,6,25.0,75.0
2026-06-25,WH02,P04336,60,0,27,0,0,27,100.0,0.0
2025-08-29,WH11,P02591,60,11,41,0,29,30,73.17,26.83
2025-09-08,WH06,P00149,7,0,0,0,0,0,0.0,100.0
2025-07-06,WH10,P04424,30,0,2,0,0,2,100.0,0.0
2026-02-22,WH02,P02478,60,136,0,0,354,-136,,
2025-09-26,WH08,P00957,30,5,1,0,13,-4,400.0,0.0
2025-07-27,WH01,P03857,7,1,1,0,2,0,0.0,100.0
2025-08-25,WH07,P01547,30,13,5,0,34,-8,160.0,0.0
2026-08-09,WH11,P01197,14,9,21,0,19,12,57.14,42.86
2026-03-24,WH09,P02349,7,10,5,2,18,-5,100.0,0.0
2026-08-24,WH02,P03252,30,41,42,0,107,1,2.38,97.62
2025-10-01,WH12,P02343,14,8,0,0,17,-8,,
2025-04-26,WH04,P03041,14,20,3,0,43,-17,566.67,0.0
2025-05-07,WH08,P00851,7,3,1,0,6,-2,200.0,0.0
2025-06-16,WH09,P00493,7,3,6,1,5,3,50.0,50.0
2025-07-20,WH09,P00763,7,5,9,3,7,4,44.44,55.56
2025-05-01,WH03,P01558,60,1,0,0,3,-1,,
2025-08-02,WH10,P02226,14,12,7,0,26,-5,71.43,28.57
2025-02-04,WH07,P01573,60,249,125,0,647,-124,99.2,0.8
2025-04-22,WH01,P04016,30,1,3,0,3,2,66.67,33.33
2026-04-24,WH12,P04015,60,28,50,0,73,22,44.0,56.0
2025-04-09,WH04,P00886,14,0,0,0,0,0,0.0,100.0
2025-01-23,WH07,P00418,60,81,0,0,211,-81,,
2025-03-21,WH03,P02252,14,0,2,0,0,2,100.0,0.0
2026-03-29,WH01,P04614,14,98,141,63,133,43,30.5,69.5
2025-02-26,WH08,P01756,30,5,11,0,13,6,54.55,45.45
2025-12-28,WH02,P02015,60,48,28,0,125,-20,71.43,28.57
2025-12-07,WH07,P00252,14,4,1,0,9,-3,300.0,0.0
2026-03-27,WH08,P03899,60,0,103,0,0,103,100.0,0.0
2026-08-18,WH04,P02334,7,2,8,0,4,6,75.0,25.0
2025-05-22,WH09,P04625,30,0,1,0,0,1,100.0,0.0
2025-03-24,WH02,P01733,7,0,7,0,0,7,100.0,0.0
2026-02-19,WH06,P02894,14,13,13,0,28,0,0.0,100.0
2025-10-05,WH03,P04771,14,0,6,0,0,6,100.0,0.0
2026-09-23,WH01,P03330,30,17,1,0,40,-16,1600.0,0.0
2026-10-14,WH01,P04061,30,0,12,0,0,12,100.0,0.0
2025-05-12,WH09,P04480,7,0,3,0,0,3,100.0,0.0
2025-07-12,WH01,P00450,14,1,3,0,2,2,66.67,33.33
2026-06-15,WH10,P02401,14,49,250,20,78,201,80.4,19.6
2026-10-01,WH08,P02401,14,194,441,79,309,247,56.01,43.99
2026-01-15,WH09,P04772,7,5,1,1,9,-4,400.0,0.0
2026-03-20,WH11,P01740,60,10,23,0,26,13,56.52,43.48
2026-08-08,WH06,P01825,60,37,14,1,73,-23,164.29,0.0
2026-03-05,WH10,P00903,7,14,17,6,22,3,17.65,82.35
2025-03-28,WH08,P02895,7,3,5,1,5,2,40.0,60.0
2026-10-18,WH01,P03259,60,61,112,0,159,51,45.54,54.46
2025-12-03,WH01,P02224,14,4,6,0,9,2,33.33,66.67
2026-02-07,WH04,P01289,30,19,21,0,49,2,9.52,90.48
2026-05-19,WH11,P02014,7,4,9,2,6,5,55.56,44.44
2025-09-22,WH02,P00666,7,0,0,0,0,0,0.0,100.0
2026-07-15,WH11,P02224,14,0,6,0,0,6,100.0,0.0
2025-04-11,WH08,P03700,30,212,94,69,355,-118,125.53,0.0
2026-02-28,WH12,P00184,30,0,8,0,0,8,100.0,0.0
2026-01-15,WH07,P00290,30,0,49,0,0,49,100.0,0.0
2025-04-25,WH06,P00278,14,32,32,8,56,0,0.0,100.0
2025-11-04,WH12,P03409,60,35,6,0,91,-29,483.33,0.0
2026-10-07,WH03,P03345,14,0,1,0,0,1,100.0,0.0
2025-10-24,WH02,P00728,7,5,5,1,9,0,0.0,100.0
2025-01-15,WH11,P01861,60,6,25,0,16,19,76.0,24.0
2025-05-03,WH06,P00784,14,55,3,0,116,-52,1733.33,0.0
2026-10-17,WH11,P02382,7,1,1,0,2,0,0.0,100.0
2025-03-24,WH04,P02424,7,0,1,0,0,1,100.0,0.0
2025-06-24,WH09,P03683,14,5,0,0,13,-5,,
2026-05-28,WH07,P02724,7,0,0,0,0,0,0.0,100.0
2026-09-26,WH04,P02156,14,8,16,0,20,8,50.0,50.0
2025-09-11,WH11,P00163,7,1,1,0,2,0,0.0,100.0
2025-01-09,WH03,P03396,30,38,65,0,99,27,41.54,58.46
2026-10-01,WH02,P03274,14,0,0,0,0,0,0.0,100.0
2025-12-04,WH02,P04722,30,0,14,0,0,14,100.0,0.0
2026-08-28,WH09,P00146,30,11,50,0,29,39,78.0,22.0
2026-08-12,WH11,P04574,14,9,12,0,19,3,25.0,75.0
2026-07-06,WH03,P04963,14,1,3,0,2,2,66.67,33.33
2026-09-10,WH09,P01300,14,12,9,0,26,-3,33.33,66.67
2025-09-29,WH02,P04119,30,90,84,49,131,-6,7.14,92.86
2026-10-15,WH10,P01060,60,0,0,0,0,0,0.0,100.0
2026-06-22,WH12,P00021,14,1,1,0,2,0,0.0,100.0
2025-08-15,WH11,P01869,30,16,11,0,42,-5,45.45,54.55
2026-08-08,WH05,P00290,7,4,9,1,7,5,55.56,44.44
2025-07-06,WH08,P04151,60,181,0,0,471,-181,,
2026-01-15,WH11,P01132,30,0,2,0,0,2,100.0,0.0
