purchase_order_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,po_status,ordered_units,received_units,unit_cost,purchase_value
PO028954,SUP114,WH06,2025-11-07,2025-11-15,2025-11-12,Received,611,611,3.67,2242.37
PO028955,SUP035,WH03,2026-10-09,2026-11-09,2026-11-08,Received,571,571,1.49,850.79
PO028956,SUP147,WH10,2025-07-19,2025-08-12,2025-08-12,Received,179,179,14.4,2577.6
PO028957,SUP040,WH08,2026-05-16,2026-06-05,2026-06-17,Received,299,299,12.24,3659.76
PO028958,SUP058,WH03,2026-03-03,2026-03-13,2026-03-10,Received,189,189,15.92,3008.88
PO028959,SUP288,WH02,2025-06-18,2025-07-31,2025-07-31,Partially Received,180,142,20.68,3722.4
PO028960,SUP075,WH01,2026-04-23,2026-05-15,2026-05-12,Received,713,713,2.89,2060.57
PO028961,SUP106,WH11,2025-02-15,2025-02-28,2025-02-27,Received,186,186,13.07,2431.02
PO028962,SUP008,WH03,2026-02-24,2026-03-17,2026-03-14,Received,166,166,37.71,6259.86
PO028963,SUP018,WH12,2025-03-26,2025-05-14,2025-05-12,Received,331,331,9.8,3243.8
PO028964,SUP274,WH02,2025-07-15,2025-08-06,2025-08-03,Received,138,138,51.68,7131.84
PO028965,SUP225,WH09,2026-05-09,2026-06-25,2026-06-22,Received,772,772,105.13,81160.36
PO028966,SUP012,WH11,2025-12-07,2026-01-07,2026-01-05,Received,78,78,58.85,4590.3
PO028967,SUP171,WH08,2026-03-03,2026-04-22,2026-04-22,Received,443,443,6.99,3096.57
PO028968,SUP008,WH12,2025-08-06,2025-08-27,2025-08-25,Received,296,296,9.69,2868.24
PO028969,SUP211,WH02,2025-04-16,2025-05-15,2025-05-15,Received,147,147,25.04,3680.88
PO028970,SUP220,WH07,2025-02-08,2025-04-14,2025-04-14,Received,459,459,5.25,2409.75
PO028971,SUP121,WH07,2025-12-26,2026-01-07,2026-01-06,Partially Received,41,32,314.86,12909.26
PO028972,SUP097,WH08,2026-09-21,2026-11-08,2026-11-09,Received,574,574,2.81,1612.94
PO028973,SUP292,WH03,2026-10-03,2026-11-02,2026-11-02,Received,954,954,11.43,10904.22
PO028974,SUP210,WH04,2025-06-01,2025-06-24,2025-06-24,Received,254,254,13.84,3515.36
PO028975,SUP019,WH08,2026-02-21,2026-03-06,2026-03-05,Received,379,379,10.67,4043.93
PO028976,SUP248,WH10,2025-04-08,2025-05-19,2025-05-19,Received,387,387,11.13,4307.31
PO028977,SUP163,WH08,2026-06-13,2026-07-21,2026-07-19,Received,280,280,8.14,2279.2
PO028978,SUP061,WH08,2025-09-04,2025-09-20,2025-09-18,Received,12812,12812,9.48,121457.76
PO028979,SUP152,WH04,2026-06-11,2026-06-20,2026-06-20,Received,92,92,40.59,3734.28
PO028980,SUP117,WH07,2025-03-02,2025-03-13,2025-03-13,Received,69,69,189.8,13096.2
PO028981,SUP191,WH05,2026-01-05,2026-02-25,2026-02-23,Received,472,472,4.35,2053.2
PO028982,SUP215,WH04,2026-05-20,2026-06-01,2026-05-30,Received,541,541,3.49,1888.09
PO028983,SUP274,WH02,2025-03-26,2025-04-13,2025-04-12,Received,240,240,4.34,1041.6
PO028984,SUP156,WH04,2026-11-22,2026-12-09,,In Transit,88,0,34.05,2996.4
PO028985,SUP159,WH11,2025-03-20,2025-04-01,2025-04-01,Partially Received,840,486,2.2,1848.0
PO028986,SUP052,WH02,2026-08-19,2026-10-23,2026-10-23,Received,375,375,5.46,2047.5
PO028987,SUP218,WH01,2026-06-16,2026-08-09,2026-08-07,Partially Received,461,231,3.22,1484.42
PO028988,SUP001,WH10,2026-10-13,2026-10-25,2026-10-27,Received,478,478,8.08,3862.24
PO028989,SUP274,WH04,2026-05-15,2026-06-03,2026-06-02,Received,279,279,16.15,4505.85
PO028990,SUP103,WH09,2025-09-05,2025-09-29,2025-09-28,Received,135,135,147.1,19858.5
PO028991,SUP245,WH07,2026-05-10,2026-05-23,2026-05-22,Partially Received,271,131,119.56,32400.76
PO028992,SUP008,WH03,2026-05-29,2026-06-16,2026-06-14,Received,543,543,2.48,1346.64
PO028993,SUP159,WH06,2025-04-18,2025-05-03,2025-05-03,Received,93,93,74.34,6913.62
PO028994,SUP099,WH11,2026-09-12,2026-10-01,2026-09-30,Received,254,254,13.75,3492.5
PO028995,SUP071,WH12,2025-12-18,2026-01-13,2026-01-10,Received,203,203,28.87,5860.61
PO028996,SUP061,WH08,2026-04-12,2026-04-28,2026-04-26,Received,13212,13212,9.77,129081.24
PO028997,SUP200,WH08,2026-02-13,2026-04-19,2026-04-17,Received,98,98,28.29,2772.42
PO028998,SUP061,WH04,2026-04-08,2026-04-24,2026-04-22,Received,23315,23315,9.29,216596.35
PO028999,SUP022,WH09,2025-06-24,2025-08-19,2025-08-19,Received,222,222,10.77,2390.94
PO029000,SUP220,WH05,2025-07-09,2025-09-14,2025-09-11,Received,329,329,5.83,1918.07
PO029001,SUP165,WH07,2025-06-09,2025-06-18,2025-06-15,Partially Received,401,169,2.67,1070.67
PO029002,SUP159,WH11,2025-02-24,2025-03-09,2025-03-09,Received,299,299,11.49,3435.51
PO029003,SUP012,WH10,2026-01-26,2026-02-27,2026-02-24,Partially Received,488,322,4.08,1991.04
PO029004,SUP077,WH09,2026-09-28,2026-10-19,2026-10-17,Received,399,399,4.66,1859.34
PO029005,SUP294,WH07,2026-11-15,2026-12-19,2026-12-17,Received,732,732,3.26,2386.32
PO029006,SUP115,WH07,2026-03-27,2026-05-05,2026-05-02,Received,284,284,13.37,3797.08
PO029007,SUP115,WH02,2026-12-13,2027-01-16,,In Transit,614,0,17.11,10505.54
PO029008,SUP004,WH12,2025-01-14,2025-01-24,2025-01-21,Received,249,249,4.62,1150.38
PO029009,SUP055,WH11,2026-01-17,2026-02-01,2026-01-30,Received,261,261,4.89,1276.29
PO029010,SUP274,WH02,2025-03-11,2025-04-01,2025-03-30,Received,361,361,11.81,4263.41
PO029011,SUP030,WH06,2026-05-27,2026-06-03,2026-06-02,Received,540,540,4.33,2338.2
PO029012,SUP195,WH04,2025-09-03,2025-10-21,2025-10-18,Received,428,428,4.32,1848.96
PO029013,SUP052,WH01,2026-07-04,2026-09-02,2026-09-01,Received,874,874,1.89,1651.86
PO029014,SUP115,WH08,2025-02-03,2025-03-20,2025-03-17,Received,148,148,76.32,11295.36
PO029015,SUP215,WH12,2026-12-09,2026-12-21,,In Transit,347,0,8.38,2907.86
PO029016,SUP178,WH12,2025-03-23,2025-05-10,2025-05-08,Received,406,406,6.06,2460.36
PO029017,SUP152,WH09,2025-03-15,2025-03-23,2025-03-21,Received,190,190,12.63,2399.7
PO029018,SUP290,WH07,2025-05-13,2025-06-18,2025-06-17,Received,886,886,1.54,1364.44
PO029019,SUP022,WH11,2025-06-17,2025-08-07,2025-08-06,Partially Received,216,192,19.92,4302.72
PO029020,SUP236,WH08,2026-03-26,2026-03-28,2026-03-26,Received,526,526,19.14,10067.64
PO029021,SUP270,WH08,2026-03-31,2026-04-23,2026-04-22,Received,472,472,2.69,1269.68
PO029022,SUP195,WH07,2026-10-13,2026-12-10,2026-12-09,Received,195,195,22.06,4301.7
PO029023,SUP061,WH08,2026-02-20,2026-03-08,2026-03-08,Received,5949,5949,9.62,57229.38
PO029024,SUP161,WH08,2025-08-03,2025-09-20,,Cancelled,351,0,5.17,1814.67
PO029025,SUP245,WH06,2025-06-08,2025-06-22,2025-06-21,Received,616,616,3.61,2223.76
PO029026,SUP061,WH01,2025-04-20,2025-05-06,2025-05-04,Received,13851,13851,9.72,134631.72
PO029027,SUP261,WH11,2026-11-15,2027-01-15,2027-01-15,Received,665,665,4.15,2759.75
PO029028,SUP253,WH07,2026-12-19,2027-02-10,,In Transit,471,0,3.24,1526.04
PO029029,SUP235,WH01,2026-01-03,2026-02-20,2026-02-17,Received,297,297,12.37,3673.89
PO029030,SUP211,WH06,2025-09-16,2025-10-11,2025-10-10,Received,110,110,70.21,7723.1
PO029031,SUP055,WH10,2026-01-06,2026-01-21,,Cancelled,261,0,5.02,1310.22
PO029032,SUP115,WH09,2025-05-16,2025-06-24,2025-06-21,Received,112,112,73.59,8242.08
PO029033,SUP255,WH11,2026-03-08,2026-03-29,2026-03-27,Received,134,134,13.43,1799.62
PO029034,SUP061,WH08,2025-08-27,2025-09-12,2025-09-11,Received,12406,12406,9.69,120214.14
PO029035,SUP018,WH06,2026-10-30,2026-12-24,2026-12-21,Partially Received,984,808,1.56,1535.04
PO029036,SUP159,WH09,2026-01-31,2026-02-15,2026-02-14,Received,225,225,8.7,1957.5
PO029037,SUP258,WH03,2026-08-14,2026-09-28,2026-09-25,Received,553,553,3.58,1979.74
PO029038,SUP102,WH09,2026-12-29,2027-01-13,,In Transit,163,0,25.79,4203.77
PO029039,SUP045,WH10,2025-03-20,2025-04-07,2025-04-07,Received,341,341,2.76,941.16
PO029040,SUP050,WH12,2026-04-27,2026-07-04,2026-07-04,Received,435,435,8.19,3562.65
PO029041,SUP022,WH02,2025-01-01,2025-03-06,2025-03-15,Partially Received,594,229,2.69,1597.86
PO029042,SUP047,WH04,2025-06-21,2025-07-25,2025-07-22,Partially Received,233,125,8.08,1882.64
PO029043,SUP028,WH02,2025-04-25,2025-06-08,2025-06-05,Received,346,346,8.17,2826.82
PO029044,SUP007,WH06,2026-12-20,2027-01-08,,In Transit,302,0,5.91,1784.82
PO029045,SUP163,WH11,2026-12-02,2027-01-14,,In Transit,54,0,104.08,5620.32
PO029046,SUP194,WH03,2026-01-22,2026-01-25,2026-01-23,Received,422,422,66.26,27961.72
PO029047,SUP077,WH08,2026-05-29,2026-06-20,2026-06-20,Partially Received,513,204,5.14,2636.82
PO029048,SUP131,WH11,2025-01-25,2025-02-16,2025-02-14,Partially Received,326,257,10.6,3455.6
PO029049,SUP295,WH04,2025-11-01,2025-11-20,2025-11-18,Received,588,588,3.77,2216.76
PO029050,SUP050,WH01,2026-09-19,2026-11-17,2026-11-14,Received,282,282,16.49,4650.18
PO029051,SUP275,WH09,2025-02-23,2025-02-28,2025-02-25,Received,108,108,42.27,4565.16
PO029052,SUP115,WH05,2026-11-02,2026-12-09,2026-12-08,Received,676,676,1.46,986.96
PO029053,SUP170,WH07,2026-08-19,2026-09-16,2026-09-13,Received,122,122,21.09,2572.98
PO029054,SUP225,WH09,2025-07-20,2025-09-09,2025-09-09,Received,263,263,18.51,4868.13
PO029055,SUP056,WH07,2025-06-01,2025-06-07,2025-06-06,Received,301,301,12.34,3714.34
PO029056,SUP121,WH04,2026-03-21,2026-04-04,2026-04-03,Received,475,475,2.61,1239.75
PO029057,SUP019,WH07,2025-05-07,2025-05-20,2025-05-17,Received,150,150,13.83,2074.5
PO029058,SUP190,WH11,2026-09-28,2026-11-19,2026-11-19,Received,150,150,13.58,2037.0
PO029059,SUP152,WH04,2025-04-19,2025-04-27,2025-04-24,Received,202,202,13.15,2656.3
PO029060,SUP103,WH11,2026-04-30,2026-05-21,2026-05-19,Received,660,660,2.75,1815.0
PO029061,SUP008,WH11,2025-03-25,2025-04-10,2025-04-10,Received,361,361,10.11,3649.71
PO029062,SUP061,WH01,2025-04-10,2025-04-26,2025-04-23,Received,6782,6782,9.64,65378.48
PO029063,SUP115,WH08,2025-11-18,2026-01-02,2026-01-01,Received,97,97,72.33,7016.01
PO029064,SUP148,WH06,2025-08-25,2025-09-17,2025-09-14,Partially Received,232,208,21.57,5004.24
PO029065,SUP210,WH05,2025-08-02,2025-08-24,2025-08-22,Received,354,354,11.02,3901.08
PO029066,SUP102,WH08,2026-03-05,2026-03-24,2026-03-23,Received,894,894,1.67,1492.98
PO029067,SUP164,WH05,2026-02-03,2026-02-26,,Cancelled,291,0,3.92,1140.72
PO029068,SUP274,WH04,2025-04-04,2025-04-24,2025-04-24,Received,187,187,27.19,5084.53
PO029069,SUP145,WH09,2026-09-03,2026-10-04,2026-10-04,Received,122,122,29.73,3627.06
PO029070,SUP225,WH02,2026-12-08,2027-01-24,,In Transit,767,0,108.65,83334.55
PO029071,SUP056,WH05,2025-10-11,2025-10-19,2025-10-16,Received,336,336,4.34,1458.24
PO029072,SUP047,WH02,2025-04-11,2025-05-15,2025-07-12,Received,240,240,8.12,1948.8
PO029073,SUP022,WH01,2026-11-27,2027-01-30,,In Transit,710,0,2.69,1909.9
PO029074,SUP044,WH01,2026-09-25,2026-10-24,2026-10-24,Received,281,281,7.34,2062.54
PO029075,SUP028,WH09,2026-06-21,2026-08-04,2026-08-03,Received,296,296,8.1,2397.6
PO029076,SUP008,WH11,2026-06-29,2026-07-18,2026-07-15,Partially Received,354,220,9.54,3377.16
PO029077,SUP274,WH04,2026-10-11,2026-10-31,2026-10-28,Received,480,480,6.51,3124.8
PO029078,SUP008,WH01,2026-03-27,2026-04-13,2026-04-11,Partially Received,554,270,3.15,1745.1
PO029079,SUP008,WH04,2026-01-06,2026-01-25,2026-01-25,Partially Received,171,92,14.09,2409.39
PO029080,SUP115,WH08,2026-11-04,2026-12-12,2026-12-12,Received,237,237,22.79,5401.23
PO029081,SUP143,WH09,2026-03-25,2026-05-19,2026-05-18,Received,677,677,2.97,2010.69
PO029082,SUP218,WH07,2026-08-27,2026-10-22,2026-10-22,Received,207,207,25.12,5199.84
PO029083,SUP050,WH11,2026-09-03,2026-10-23,2026-10-20,Received,160,160,25.14,4022.4
PO029084,SUP245,WH02,2025-04-08,2025-04-21,2025-04-19,Partially Received,395,323,117.58,46444.1
PO029085,SUP064,WH12,2025-10-14,2025-10-23,2025-10-23,Partially Received,460,202,5.64,2594.4
PO029086,SUP294,WH07,2026-07-02,2026-08-07,2026-08-10,Received,273,273,5.61,1531.53
PO029087,SUP061,WH11,2025-03-14,2025-03-30,2025-03-28,Received,6534,6534,9.75,63706.5
PO029088,SUP022,WH11,2025-02-24,2025-04-24,2025-04-22,Received,267,267,7.92,2114.64
PO029089,SUP061,WH08,2025-06-11,2025-06-27,2025-06-27,Received,22370,22370,9.63,215423.1
PO029090,SUP215,WH10,2025-10-13,2025-10-26,2025-10-23,Received,246,246,20.3,4993.8
PO029091,SUP197,WH08,2025-10-14,2025-10-31,2025-11-02,Received,663,663,2.37,1571.31
PO029092,SUP211,WH06,2026-01-01,2026-01-25,2026-01-25,Received,586,586,2.96,1734.56
PO029093,SUP263,WH03,2026-07-22,2026-09-01,2026-08-29,Received,216,216,12.78,2760.48
PO029094,SUP170,WH03,2026-09-19,2026-10-17,2026-10-17,Received,244,244,20.74,5060.56
PO029095,SUP270,WH11,2025-06-23,2025-07-14,2025-07-13,Received,421,421,5.24,2206.04
PO029096,SUP199,WH08,2025-04-13,2025-05-22,2025-05-19,Received,409,409,7.34,3002.06
PO029097,SUP170,WH02,2025-07-14,2025-08-15,2025-08-15,Received,679,679,2.41,1636.39
PO029098,SUP184,WH02,2025-07-01,2025-07-25,2025-07-24,Received,305,305,13.28,4050.4
PO029099,SUP247,WH12,2026-04-10,2026-04-16,2026-04-15,Received,155,155,12.63,1957.65
PO029100,SUP256,WH10,2026-12-24,2027-01-09,,In Transit,238,0,23.95,5700.1
PO029101,SUP171,WH04,2025-07-03,2025-08-24,2025-08-23,Received,172,172,32.91,5660.52
PO029102,SUP170,WH11,2026-03-11,2026-04-08,2026-04-06,Received,144,144,20.31,2924.64
PO029103,SUP124,WH02,2026-01-06,2026-02-16,2026-02-14,Received,121,121,30.25,3660.25
PO029104,SUP102,WH10,2025-06-03,2025-06-21,2025-06-20,Received,73,73,42.67,3114.91
PO029105,SUP014,WH11,2025-06-14,2025-06-24,2025-06-21,Received,179,179,12.59,2253.61
PO029106,SUP138,WH08,2025-01-30,2025-02-16,,Cancelled,238,0,11.35,2701.3
PO029107,SUP075,WH02,2025-04-20,2025-05-17,2025-05-16,Received,721,721,41.31,29784.51
PO029108,SUP204,WH09,2025-03-03,2025-03-20,2025-03-18,Received,190,190,16.34,3104.6
PO029109,SUP036,WH04,2026-01-05,2026-01-26,2026-01-26,Received,334,334,6.92,2311.28
PO029110,SUP258,WH02,2026-08-07,2026-09-19,2026-09-17,Received,373,373,4.34,1618.82
PO029111,SUP146,WH08,2025-05-16,2025-07-02,2025-07-02,Partially Received,107,78,49.42,5287.94
PO029112,SUP290,WH07,2025-08-16,2025-09-15,2025-09-13,Received,481,481,4.26,2049.06
PO029113,SUP042,WH09,2025-09-19,2025-10-05,2025-10-04,Received,480,480,53.84,25843.2
PO029114,SUP183,WH06,2025-09-23,2025-10-13,2025-10-21,Received,131,131,31.9,4178.9
PO029115,SUP261,WH10,2026-01-04,2026-02-23,2026-02-22,Received,344,344,10.06,3460.64
PO029116,SUP185,WH02,2026-02-24,2026-03-13,2026-03-13,Partially Received,190,123,11.12,2112.8
PO029117,SUP008,WH02,2025-06-16,2025-07-06,2025-07-03,Received,271,271,4.45,1205.95
PO029118,SUP102,WH06,2025-01-26,2025-02-11,2025-02-09,Received,241,241,28.74,6926.34
PO029119,SUP136,WH09,2026-04-13,2026-06-04,2026-06-04,Received,179,179,14.2,2541.8
PO029120,SUP215,WH06,2026-09-05,2026-09-17,2026-09-14,Received,42,42,165.36,6945.12
PO029121,SUP049,WH07,2026-10-29,2026-11-16,2026-11-15,Received,225,225,18.45,4151.25
PO029122,SUP185,WH05,2025-05-17,2025-06-03,2025-06-03,Received,190,190,11.26,2139.4
PO029123,SUP075,WH04,2025-10-13,2025-11-10,2025-11-09,Received,465,465,8.26,3840.9
PO029124,SUP132,WH08,2025-11-08,2025-12-18,2025-12-15,Received,810,810,1.57,1271.7
PO029125,SUP213,WH02,2025-12-19,2026-01-29,2026-01-28,Received,344,344,9.63,3312.72
PO029126,SUP056,WH02,2025-08-27,2025-09-04,2025-09-03,Partially Received,317,185,5.28,1673.76
PO029127,SUP189,WH04,2026-07-24,2026-07-26,2026-07-24,Received,324,324,8.27,2679.48
PO029128,SUP159,WH01,2025-08-24,2025-09-05,2025-09-03,Received,453,453,4.76,2156.28
PO029129,SUP115,WH04,2026-12-11,2027-01-24,,In Transit,193,0,19.11,3688.23
PO029130,SUP274,WH07,2025-02-22,2025-03-16,2025-03-13,Received,701,701,6.56,4598.56
PO029131,SUP043,WH08,2026-08-03,2026-08-19,2026-08-16,Received,336,336,14.76,4959.36
PO029132,SUP220,WH12,2025-10-11,2025-12-09,2025-12-06,Received,105,105,49.89,5238.45
PO029133,SUP250,WH01,2025-12-31,2026-02-15,2026-02-15,Partially Received,430,279,5.84,2511.2
PO029134,SUP028,WH04,2026-09-29,2026-11-25,2026-11-23,Received,181,181,12.15,2199.15
PO029135,SUP290,WH08,2025-04-21,2025-05-22,2025-05-20,Partially Received,220,115,8.08,1777.6
PO029136,SUP159,WH03,2025-04-02,2025-04-17,2025-04-16,Received,383,383,4.92,1884.36
PO029137,SUP061,WH01,2026-06-08,2026-06-24,2026-06-23,Received,10895,10895,9.53,103829.35
PO029138,SUP171,WH05,2026-10-12,2026-12-06,2026-12-04,Received,923,923,7.68,7088.64
PO029139,SUP115,WH06,2025-05-29,2025-07-12,2025-07-12,Received,373,373,4.29,1600.17
PO029140,SUP274,WH09,2026-05-26,2026-06-16,2026-06-15,Received,503,503,4.95,2489.85
PO029141,SUP220,WH08,2026-09-21,2026-11-27,2026-11-25,Received,595,595,5.93,3528.35
PO029142,SUP284,WH01,2025-08-29,2025-09-30,2025-09-28,Received,306,306,16.71,5113.26
PO029143,SUP005,WH12,2025-11-21,2026-01-01,2025-12-29,Received,324,324,7.17,2323.08
PO029144,SUP042,WH07,2025-01-07,2025-01-23,2025-01-23,Received,719,719,52.42,37689.98
PO029145,SUP191,WH05,2026-03-16,2026-05-06,2026-05-08,Received,351,351,4.5,1579.5
PO029146,SUP274,WH05,2026-11-09,2026-12-01,2026-12-06,Partially Received,226,82,4.76,1075.76
PO029147,SUP061,WH08,2025-03-30,2025-04-15,2025-04-13,Received,9198,9198,9.29,85449.42
PO029148,SUP030,WH08,2025-08-04,2025-08-11,2025-08-09,Received,874,874,1.5,1311.0
PO029149,SUP171,WH12,2025-09-04,2025-10-31,2025-10-30,Received,259,259,7.1,1838.9
PO029150,SUP055,WH08,2025-10-31,2025-11-15,2025-11-12,Received,267,267,6.59,1759.53
PO029151,SUP211,WH07,2026-02-26,2026-03-23,2026-03-21,Received,513,513,4.48,2298.24
PO029152,SUP149,WH08,2025-05-27,2025-07-27,2025-08-07,Received,205,205,20.15,4130.75
PO029153,SUP236,WH11,2025-04-04,2025-04-06,2025-04-04,Received,70,70,98.99,6929.3
PO029154,SUP275,WH11,2026-10-26,2026-10-31,2026-10-30,Received,199,199,36.15,7193.85
PO029155,SUP112,WH02,2025-08-01,2025-08-27,2025-08-24,Received,432,432,5.59,2414.88
PO029156,SUP211,WH05,2026-03-14,2026-04-05,2026-04-03,Partially Received,349,134,10.59,3695.91
PO029157,SUP171,WH01,2026-08-05,2026-09-29,2026-09-29,Received,198,198,7.96,1576.08
PO029158,SUP176,WH05,2026-06-10,2026-08-04,2026-08-05,Received,165,165,20.48,3379.2
PO029159,SUP274,WH07,2025-05-29,2025-06-18,2025-06-15,Received,154,154,33.63,5179.02
PO029160,SUP116,WH02,2025-07-07,2025-07-22,2025-07-21,Received,291,291,3.92,1140.72
PO029161,SUP084,WH01,2026-02-16,2026-03-30,2026-03-28,Received,462,462,8.24,3806.88
PO029162,SUP284,WH08,2025-10-20,2025-11-21,2025-12-01,Received,213,213,16.98,3616.74
PO029163,SUP149,WH03,2025-02-03,2025-04-03,2025-04-03,Received,325,325,11.99,3896.75
PO029164,SUP194,WH08,2025-11-21,2025-11-24,2025-11-24,Received,996,996,65.09,64829.64
PO029165,SUP176,WH01,2025-10-13,2025-12-06,2025-12-11,Received,319,319,14.97,4775.43
PO029166,SUP056,WH04,2025-05-23,2025-05-30,2025-05-30,Received,157,157,25.14,3946.98
PO029167,SUP225,WH11,2026-11-07,2027-01-07,2027-01-07,Partially Received,482,353,4.24,2043.68
PO029168,SUP270,WH06,2026-06-22,2026-07-14,2026-07-11,Received,585,585,5.55,3246.75
PO029169,SUP143,WH06,2025-06-03,2025-07-17,2025-07-17,Received,417,417,9.47,3948.99
PO029170,SUP261,WH09,2026-08-24,2026-10-18,2026-10-17,Received,397,397,4.86,1929.42
PO029171,SUP115,WH04,2025-09-29,2025-11-05,2025-11-03,Received,609,609,3.69,2247.21
PO029172,SUP251,WH04,2026-10-14,2026-10-25,2026-10-25,Received,443,443,4.87,2157.41
PO029173,SUP018,WH02,2026-05-26,2026-07-06,2026-07-03,Received,449,449,9.89,4440.61
PO029174,SUP022,WH01,2025-04-10,2025-06-02,2025-05-30,Received,188,188,40.57,7627.16
PO029175,SUP234,WH04,2026-12-29,2027-01-05,,In Transit,280,0,10.36,2900.8
PO029176,SUP049,WH07,2026-05-30,2026-06-17,2026-06-15,Received,276,276,18.97,5235.72
PO029177,SUP281,WH03,2025-03-31,2025-05-11,2025-05-10,Received,209,209,8.6,1797.4
PO029178,SUP253,WH12,2026-06-11,2026-08-03,2026-08-03,Received,546,546,3.31,1807.26
PO029179,SUP018,WH06,2026-07-08,2026-09-01,2026-08-30,Received,290,290,9.08,2633.2
PO029180,SUP197,WH09,2025-11-28,2025-12-17,2025-12-16,Received,116,116,26.4,3062.4
PO029181,SUP073,WH07,2025-06-01,2025-06-23,2025-06-22,Received,339,339,7.9,2678.1
PO029182,SUP170,WH11,2026-02-17,2026-03-17,2026-03-15,Received,122,122,21.12,2576.64
PO029183,SUP164,WH09,2026-02-11,2026-03-09,2026-03-07,Received,522,522,2.02,1054.44
PO029184,SUP154,WH05,2025-07-18,2025-07-31,2025-07-29,Partially Received,350,179,10.24,3584.0
PO029185,SUP160,WH08,2025-07-03,2025-07-19,2025-07-17,Received,328,328,6.51,2135.28
PO029186,SUP134,WH06,2025-06-21,2025-07-15,2025-07-14,Received,160,160,23.16,3705.6
PO029187,SUP186,WH09,2025-12-17,2025-12-26,2025-12-25,Received,266,266,9.37,2492.42
PO029188,SUP087,WH01,2025-12-26,2026-01-02,2026-01-01,Received,158,158,12.49,1973.42
PO029189,SUP073,WH07,2026-11-13,2026-12-05,2026-12-05,Received,339,339,7.65,2593.35
PO029190,SUP196,WH04,2025-03-19,2025-04-22,2025-04-21,Received,131,131,34.39,4505.09
PO029191,SUP115,WH01,2025-02-09,2025-03-16,2025-03-14,Received,213,213,5.77,1229.01
PO029192,SUP022,WH09,2025-01-16,2025-03-13,2025-03-13,Partially Received,178,142,10.61,1888.58
PO029193,SUP075,WH06,2025-06-05,2025-06-29,2025-06-29,Received,497,497,5.9,2932.3
PO029194,SUP174,WH10,2025-01-20,2025-02-16,2025-02-16,Received,229,229,21.61,4948.69
PO029195,SUP012,WH07,2026-08-30,2026-09-24,2026-09-21,Partially Received,134,98,36.29,4862.86
PO029196,SUP093,WH02,2025-06-20,2025-07-10,2025-07-26,Received,557,557,3.51,1955.07
PO029197,SUP274,WH08,2026-03-28,2026-04-19,2026-04-17,Received,707,707,5.93,4192.51
PO029198,SUP084,WH04,2026-03-21,2026-05-04,2026-05-02,Received,528,528,4.66,2460.48
PO029199,SUP077,WH09,2025-04-06,2025-04-27,2025-04-24,Received,399,399,4.49,1791.51
PO029200,SUP104,WH06,2026-03-26,2026-04-17,2026-04-22,Received,101,101,24.54,2478.54
PO029201,SUP171,WH06,2025-06-12,2025-08-01,2025-08-01,Received,548,548,4.97,2723.56
PO029202,SUP275,WH04,2025-11-08,2025-11-13,2025-11-13,Received,384,384,6.6,2534.4
PO029203,SUP159,WH09,2026-05-19,2026-06-01,2026-05-29,Received,255,255,14.46,3687.3
PO029204,SUP003,WH04,2026-09-24,2026-10-02,2026-09-29,Received,41,41,187.92,7704.72
PO029205,SUP225,WH03,2026-10-17,2026-12-13,2026-12-10,Received,547,547,2.41,1318.27
PO029206,SUP052,WH02,2025-05-11,2025-07-08,2025-07-05,Received,200,200,13.7,2740.0
PO029207,SUP064,WH08,2026-07-02,2026-07-13,2026-07-13,Received,491,491,7.83,3844.53
PO029208,SUP057,WH07,2026-11-21,2027-01-04,,In Transit,336,0,6.18,2076.48
PO029209,SUP150,WH12,2026-06-01,2026-07-17,2026-07-16,Received,138,138,38.57,5322.66
PO029210,SUP115,WH09,2025-05-01,2025-06-06,2025-06-03,Received,548,548,4.21,2307.08
PO029211,SUP211,WH04,2026-10-10,2026-11-05,2026-11-04,Received,505,505,4.38,2211.9
PO029212,SUP201,WH01,2025-08-05,2025-08-20,2025-08-26,Received,730,730,2.34,1708.2
PO029213,SUP061,WH11,2026-02-16,2026-03-04,2026-03-03,Received,10310,10310,9.39,96810.9
PO029214,SUP188,WH04,2025-08-12,2025-09-10,2025-09-07,Received,102,102,29.57,3016.14
PO029215,SUP294,WH06,2026-01-08,2026-02-09,2026-02-09,Received,337,337,3.75,1263.75
PO029216,SUP246,WH09,2026-08-06,2026-08-28,2026-08-28,Received,146,146,13.15,1919.9
PO029217,SUP084,WH08,2025-05-19,2025-07-12,2025-07-17,Received,251,251,5.4,1355.4
PO029218,SUP075,WH02,2025-10-13,2025-11-06,2025-11-05,Received,938,938,5.61,5262.18
PO029219,SUP213,WH11,2026-05-12,2026-06-21,2026-06-19,Received,596,596,22.61,13475.56
PO029220,SUP164,WH12,2026-01-20,2026-02-15,2026-02-12,Received,217,217,17.31,3756.27
PO029221,SUP237,WH07,2026-03-31,2026-04-29,2026-04-27,Received,300,300,10.33,3099.0
PO029222,SUP061,WH11,2026-03-26,2026-04-11,2026-04-09,Partially Received,16399,7154,9.33,153002.67
PO029223,SUP084,WH10,2026-02-04,2026-03-29,2026-03-27,Received,194,194,16.09,3121.46
PO029224,SUP030,WH11,2026-03-18,2026-03-27,2026-03-24,Received,635,635,5.23,3321.05
PO029225,SUP124,WH09,2025-01-29,2025-03-10,2025-03-08,Received,338,338,7.41,2504.58
